4FGL-DR3,source_type,glat,glon,significance,r95,Ep,Fp,d,p_pulsar,diffuse
4FGL J1711.0-3002,unid-pulsar,5.643,354.907,13.209,0.070,1.079,4.489,1.257,0.965,0.748
4FGL J1711.4-2526,unid-pulsar,8.273,358.729,8.672,0.099,0.483,1.536,0.545,0.836,0.633
4FGL J1711.6-3407,unk-pulsar,3.142,351.670,6.209,0.099,0.402,1.124,0.329,0.152,0.847
4FGL J1711.9-1922,unid-pulsar,11.657,3.843,12.238,0.041,2.140,0.701,0.923,1.000,0.421
4FGL J1712.5-3142,bcu-pulsar,4.417,353.749,6.070,0.158,0.418,2.732,1.025,0.945,0.762
4FGL J1713.0-4236,unid-pulsar,-2.067,344.979,6.048,0.085,0.767,1.148,0.440,0.973,1.174
4FGL J1713.8+0747,msp,25.210,28.756,25.507,0.033,1.853,3.611,1.029,0.997,0.124
4FGL J1714.2-2928,glc,5.412,355.778,6.880,0.082,0.783,0.635,0.556,0.936,0.650
4FGL J1714.4-3830,psr,0.121,348.452,29.707,0.020,0.910,442.267,0.372,0.979,1.713
4FGL J1714.8-3849,unid-pulsar,-0.132,348.250,12.364,0.045,0.691,40.230,0.422,0.922,1.646
4FGL J1714.9-3324,unid-pulsar,3.009,352.651,14.767,0.063,1.254,6.266,0.765,0.987,0.946
4FGL J1714.9-5230,unid-pulsar,-8.072,337.069,4.656,0.167,0.668,0.444,1.408,0.851,0.412
4FGL J1715.3-3832,unk-pulsar,-0.051,348.529,4.426,0.056,0.662,27.760,0.674,0.996,1.671
4FGL J1715.8-4549,spp-pulsar,-4.348,342.650,7.975,0.158,0.829,1.794,1.101,1.000,0.725
4FGL J1716.1-4342,unid-pulsar,-3.167,344.410,4.704,0.145,0.483,1.953,0.586,0.893,0.985
4FGL J1716.3-3421,bcu-pulsar,2.233,352.051,8.644,0.081,1.026,2.300,0.546,0.988,1.068
4FGL J1716.3+3434,msp,33.644,58.085,5.808,0.109,1.351,0.041,1.999,0.174,-0.467
4FGL J1716.5-5631,unid-pulsar,-10.540,333.833,5.232,0.496,0.502,0.525,1.491,0.850,0.337
4FGL J1716.7-2808,glc,5.744,357.181,18.606,0.040,1.256,5.894,0.702,0.982,0.737
4FGL J1716.8+4310,glc,34.919,68.376,8.915,0.102,1.133,0.077,0.894,0.365,-0.558
4FGL J1717.3-6045,bcu-pulsar,-12.964,330.299,8.310,0.077,1.218,0.178,0.893,0.875,0.157
4FGL J1717.5-5804,unid-pulsar,-11.505,332.603,14.332,0.046,2.335,1.096,1.591,0.991,0.237
4FGL J1717.5-4022,unid-pulsar,-1.458,347.279,5.631,0.080,3.705,0.877,1.981,0.930,1.201
4FGL J1717.6-4404,unid-pulsar,-3.593,344.256,6.409,0.089,1.402,1.036,1.016,0.994,0.932
4FGL J1717.8-3906,unid-pulsar,-0.774,348.349,5.342,0.072,1.643,1.737,0.869,1.000,1.391
4FGL J1718.0-3726,other-pulsar,0.162,349.722,28.350,0.018,0.905,69.334,0.156,0.958,1.760
4FGL J1718.2-3825,psr,-0.442,348.946,46.064,0.020,0.686,1045.468,0.660,0.987,1.446
4FGL J1718.3-3001,unk-pulsar,4.386,355.840,5.002,0.102,0.904,1.412,1.619,0.989,0.870
4FGL J1719.0-4221,unid-pulsar,-2.828,345.820,4.643,0.129,0.554,1.781,0.698,0.986,0.990
4FGL J1719.3-3424,unid-pulsar,1.696,352.365,5.415,0.118,2.235,1.329,1.994,0.967,1.274
4FGL J1719.4-2916,unid-pulsar,4.608,356.598,4.704,0.152,0.612,1.056,0.828,0.969,0.789
4FGL J1719.4-4242,unid-pulsar,-3.086,345.572,4.826,0.100,2.209,0.482,1.707,0.924,0.936
4FGL J1719.7-4500,spp-pulsar,-4.441,343.714,5.979,0.113,1.318,0.302,0.459,0.600,0.738
4FGL J1720.0-3117,other-pulsar,3.348,355.005,4.754,0.109,0.738,0.877,0.622,0.998,1.009
4FGL J1720.0-5101,bcu-pulsar,-7.884,338.757,6.085,0.285,0.331,2.905,1.937,0.670,0.379
4FGL J1720.2-4757,spp-pulsar,-6.188,341.326,5.839,0.230,0.420,1.847,1.247,0.979,0.614
4FGL J1720.6-3706,unk-pulsar,-0.065,350.297,7.658,0.109,0.584,27.918,0.724,0.972,1.715
4FGL J1720.6+0708,unid-pulsar,23.419,28.942,19.050,0.056,0.905,2.347,0.807,1.000,0.124
4FGL J1720.7-4629,spp-pulsar,-5.432,342.584,5.654,0.172,0.339,2.820,1.007,0.851,0.619
4FGL J1720.8-1937,psr,9.765,4.817,6.768,0.094,0.333,0.557,0.258,0.021,0.586
4FGL J1721.3-5257,unid-pulsar,-9.128,337.244,13.275,0.078,1.061,1.476,1.195,1.000,0.383
4FGL J1721.7-4709,spp-pulsar,-5.932,342.130,6.842,0.113,1.594,0.216,0.512,0.625,0.574
4FGL J1721.7-3917,unid-pulsar,-1.492,348.622,9.694,0.062,0.769,5.006,0.460,0.967,1.343
4FGL J1722.1-4007,unid-pulsar,-2.021,347.985,5.507,0.206,0.713,0.928,0.432,0.952,1.050
4FGL J1722.1-3205,unid-pulsar,2.538,354.603,9.318,0.072,0.642,3.102,0.366,0.702,1.052
4FGL J1722.6-4529,spp-pulsar,-5.131,343.596,15.273,0.053,1.154,2.406,0.566,0.960,0.626
4FGL J1722.6-3135,unid-pulsar,2.716,355.080,5.605,0.109,2.457,1.005,1.980,0.968,1.157
4FGL J1722.8-0418,unid-pulsar,17.479,18.470,12.011,0.041,0.652,2.172,0.388,0.846,0.607
4FGL J1723.1-2859,unid-pulsar,4.093,357.290,6.680,0.140,0.568,2.750,0.854,0.973,0.900
4FGL J1724.5-3008,unid-pulsar,3.195,356.507,7.222,0.116,0.887,3.231,1.586,0.986,0.927
4FGL J1724.7-3737,unid-pulsar,-1.047,350.336,4.876,0.108,0.615,4.541,0.735,0.922,1.432
4FGL J1725.1-3408,unk-pulsar,0.850,353.274,4.807,0.118,3.117,0.959,0.739,0.987,1.526
4FGL J1725.1-1924,unid-pulsar,9.032,5.583,12.326,0.059,0.690,2.242,0.502,0.973,0.669
4FGL J1726.2-2903,unid-pulsar,3.513,357.615,5.989,0.115,1.139,1.404,1.002,1.000,0.913
4FGL J1726.2-3207,unid-pulsar,1.792,355.059,6.658,0.071,2.385,2.050,1.932,0.958,1.257
4FGL J1726.6-3524,unk-pulsar,-0.109,352.396,5.928,0.090,0.785,15.963,0.842,0.993,1.799
4FGL J1726.7-3930,unid-pulsar,-2.417,349.001,4.874,0.131,0.904,0.745,0.864,0.997,0.948
4FGL J1727.0-3835,spp-pulsar,-1.939,349.790,5.564,0.175,0.517,5.452,1.297,0.973,1.032
4FGL J1727.4+0326,unid-pulsar,20.228,26.228,10.624,0.054,1.476,0.310,0.623,0.979,0.146
4FGL J1727.6-2304,unid-pulsar,6.550,2.794,11.017,0.045,1.768,1.036,0.480,0.969,0.778
4FGL J1727.6-3050,glc,2.256,356.295,9.117,0.079,0.776,2.680,0.340,0.739,1.099
4FGL J1727.6-0849,unid-pulsar,14.150,15.065,6.545,0.132,0.510,1.431,0.910,0.988,0.624
4FGL J1727.7-3621,unid-pulsar,-0.829,351.728,4.640,0.077,0.607,7.349,0.662,0.972,1.531
4FGL J1727.7-4041,unid-pulsar,-3.240,348.115,4.905,0.098,0.870,1.039,1.954,0.870,0.766
4FGL J1728.0-3550,unid-pulsar,-0.587,352.182,4.679,0.142,0.488,10.923,0.574,0.977,1.611
4FGL J1728.0-4606,spp-pulsar,-6.261,343.611,22.352,0.040,0.970,5.687,0.666,0.987,0.521
4FGL J1728.1-1610,msp,10.188,8.731,10.593,0.070,1.286,1.141,1.314,1.000,0.536
4FGL J1729.1-3503,unid-pulsar,-0.334,352.959,9.749,0.060,2.862,10.367,1.673,0.976,1.693
4FGL J1729.2-2509,unid-pulsar,5.092,1.252,5.006,0.141,0.593,2.700,1.747,0.942,0.906
4FGL J1729.4-2831,unid-pulsar,3.223,358.443,7.557,0.163,0.756,4.026,1.227,0.995,0.942
4FGL J1729.4-2646,unid-pulsar,4.169,359.920,6.825,0.110,1.415,2.066,1.727,0.992,1.030
4FGL J1729.7-4242,unid-pulsar,-4.647,346.637,6.548,0.103,0.764,0.835,0.954,0.985,0.698
4FGL J1729.9-2952,unid-pulsar,2.374,357.387,5.077,0.068,2.298,0.505,0.875,0.953,0.998
4FGL J1729.9-2403,unk-pulsar,5.563,2.268,10.889,0.094,0.885,5.178,1.209,0.994,0.943
4FGL J1730.1-4343,unid-pulsar,-5.270,345.818,7.302,0.227,0.660,1.747,1.705,0.970,0.591
4FGL J1730.1-3422,unk-pulsar,-0.143,353.647,7.754,0.087,0.357,142.691,0.809,0.994,1.808
4FGL J1730.3-2913,unid-pulsar,2.669,357.961,4.078,0.101,2.742,0.457,1.999,0.973,1.035
4FGL J1730.4-0359,unid-pulsar,15.995,19.738,20.800,0.037,1.501,4.391,1.006,0.975,0.502
4FGL J1730.5-3352,psr,0.066,354.106,13.219,0.059,0.323,184.994,0.493,0.992,1.788
4FGL J1730.5-3543,unid-pulsar,-0.951,352.567,4.998,0.084,0.569,4.647,0.484,0.936,1.593
4FGL J1730.8-2303,psr,5.944,3.207,9.860,0.088,0.614,7.036,1.278,0.982,0.796
4FGL J1730.8-3806,unid-pulsar,-2.313,350.604,9.625,0.085,2.107,2.900,1.941,0.982,1.048
4FGL J1731.2-3234,spp-pulsar,0.661,355.277,14.623,0.041,1.464,31.370,0.909,0.990,1.662
4FGL J1731.7-1850,msp,8.046,6.906,7.917,0.130,0.566,2.118,1.085,0.970,0.690
4FGL J1732.0-2659,unid-pulsar,3.582,0.045,4.997,0.095,0.989,0.703,0.390,0.937,1.060
4FGL J1732.5-3131,psr,1.006,356.315,106.430,0.011,1.887,6697.215,1.178,0.967,1.670
4FGL J1732.7-5050,msp,-9.456,340.005,16.407,0.039,1.158,1.450,0.749,0.966,0.349
4FGL J1732.7-2559,unid-pulsar,3.984,0.983,6.070,0.156,0.600,2.381,0.641,0.980,1.094
4FGL J1732.8-3725,unk-pulsar,-2.261,351.399,6.535,0.113,0.597,1.622,0.409,0.863,1.080
4FGL J1733.2-2915,unid-pulsar,2.121,358.287,6.333,0.079,1.557,1.830,0.816,1.000,1.105
4FGL J1733.4+2235,unid-pulsar,26.699,45.956,8.108,0.092,2.094,0.122,2.000,0.939,-0.145
4FGL J1733.6-2431,unid-pulsar,4.602,2.333,8.938,0.171,0.810,3.443,0.850,0.995,0.975
4FGL J1733.9-2220,unid-pulsar,5.721,4.218,4.778,0.187,0.611,1.708,1.386,0.973,0.704
4FGL J1734.0-2933,unid-pulsar,1.811,358.138,4.864,0.068,1.862,0.760,0.505,0.986,1.158
4FGL J1734.5-2818,unid-pulsar,2.387,359.252,8.504,0.085,0.938,5.602,1.085,0.996,1.084
4FGL J1735.2-2153,unid-pulsar,5.708,4.759,4.524,0.079,0.390,0.739,0.467,0.672,0.716
4FGL J1735.3-0717,unid-pulsar,13.290,17.421,13.506,0.065,0.414,4.518,0.450,0.673,0.672
4FGL J1735.4-2944,unid-pulsar,1.443,358.141,5.755,0.064,3.702,1.319,1.654,0.926,1.205
4FGL J1735.7-3026,glc,1.022,357.592,11.141,0.054,2.735,9.896,2.000,0.966,1.502
4FGL J1736.1-3422,psr,-1.166,354.313,19.151,0.043,1.730,22.303,1.020,0.990,1.215
4FGL J1736.1-2628,unk-pulsar,3.069,0.979,6.075,0.128,0.574,3.635,0.879,0.959,1.055
4FGL J1736.2-4443,glc,-6.726,345.564,38.368,0.023,1.084,24.115,0.693,0.995,0.546
4FGL J1736.3-2929,unid-pulsar,1.420,358.464,6.140,0.123,0.475,7.500,0.492,0.942,1.237
4FGL J1736.6-1954,unid-pulsar,6.495,6.614,5.248,0.103,0.366,1.618,0.659,0.786,0.672
4FGL J1736.9-3357,bcu-pulsar,-1.085,354.753,5.460,0.128,0.916,1.891,0.470,0.983,1.259
4FGL J1737.1-2901,unid-pulsar,1.533,358.938,5.630,0.139,1.009,2.107,0.716,1.000,1.187
4FGL J1737.3-3332,unid-pulsar,-0.934,355.166,9.602,0.081,0.484,27.739,0.684,0.995,1.275
4FGL J1737.5-0313,glc,14.827,21.338,8.461,0.079,1.145,0.582,0.959,1.000,0.477
4FGL J1737.5-4306,unid-pulsar,-6.075,347.062,4.479,0.187,0.601,0.357,0.707,0.913,0.613
4FGL J1737.6-2350,unid-pulsar,4.191,3.392,8.503,0.203,0.438,3.103,0.398,0.472,0.830
4FGL J1738.1-2453,unid-pulsar,3.542,2.562,6.793,0.100,0.675,16.736,1.947,0.907,0.928
4FGL J1738.2-2510,unid-pulsar,3.370,2.338,5.850,0.061,2.607,1.162,1.968,0.964,1.124
4FGL J1738.6-3627,unid-pulsar,-2.724,352.836,5.745,0.108,0.470,2.607,0.748,0.867,1.015
4FGL J1738.8-3241,unid-pulsar,-0.737,356.041,8.531,0.098,1.469,10.374,1.950,0.956,1.503
4FGL J1739.1-1059,unid-pulsar,10.609,14.632,6.460,0.104,0.847,1.112,1.646,0.978,0.624
4FGL J1739.2-2717,unid-pulsar,2.054,0.658,6.273,0.095,0.900,3.262,0.705,0.996,1.105
4FGL J1739.3-2531,unid-pulsar,2.980,2.167,11.955,0.062,0.747,8.573,0.543,0.991,1.036
4FGL J1739.4-3015,psr,0.439,358.172,12.413,0.072,1.114,54.012,1.357,0.983,1.629
4FGL J1739.5-2929,unid-pulsar,0.844,358.831,7.583,0.129,1.324,10.771,1.636,0.988,1.466
4FGL J1739.5-3043,spp-pulsar,0.176,357.782,5.070,0.055,2.853,3.676,1.727,0.986,1.744
4FGL J1739.6-3155,spp-pulsar,-0.476,356.784,6.702,0.440,0.217,80.097,0.565,0.985,1.566
4FGL J1739.7-2836,unid-pulsar,1.271,359.606,7.753,0.061,2.603,4.592,2.000,0.979,1.346
4FGL J1740.1-1928,unid-pulsar,6.018,7.415,7.025,0.154,0.575,1.698,0.681,0.988,0.740
4FGL J1740.3-3058,other-pulsar,-0.105,357.669,9.153,0.055,0.288,78.337,0.305,0.969,1.792
4FGL J1740.4-2850,unid-pulsar,1.003,359.485,8.492,0.062,1.115,7.659,0.558,0.913,1.476
4FGL J1740.5-2554,unid-pulsar,2.547,1.992,4.953,0.075,1.438,1.390,1.547,0.996,1.028
4FGL J1740.5+1005,psr,20.273,34.121,6.340,0.125,0.275,1.335,1.030,0.844,0.139
4FGL J1740.6-3430,unid-pulsar,-2.026,354.699,8.137,0.304,0.513,2.777,0.333,0.461,0.995
4FGL J1740.7-2640,unid-pulsar,2.104,1.356,10.542,0.074,1.502,4.954,1.060,0.995,1.147
4FGL J1741.1-1617,unid-pulsar,7.470,10.283,5.249,0.074,1.883,0.321,1.969,0.956,0.599
4FGL J1741.1-5341,glc,-12.024,338.191,6.227,0.087,0.468,0.331,0.602,0.660,0.285
4FGL J1741.1-3328,unid-pulsar,-1.570,355.643,6.983,0.106,0.890,4.648,0.701,0.994,1.105
4FGL J1741.3-3357,unid-pulsar,-1.864,355.251,4.891,0.096,1.726,0.800,1.280,0.998,1.046
4FGL J1741.4+1354,msp,21.671,37.926,15.021,0.047,1.703,0.708,1.062,1.000,0.084
4FGL J1741.4-3046,unk-pulsar,-0.203,357.956,7.478,0.093,1.221,20.698,0.876,0.994,1.785
4FGL J1741.5-3119,bcu-pulsar,-0.500,357.496,8.331,0.059,1.396,10.070,0.761,0.994,1.612
4FGL J1741.5-2344,unid-pulsar,3.494,3.945,7.601,0.150,0.572,3.906,0.812,0.965,0.863
4FGL J1741.6-2730,unid-pulsar,1.493,0.756,7.264,0.151,0.524,11.176,0.776,0.889,1.249
4FGL J1741.9-2054,psr,4.906,6.426,112.796,0.015,0.780,3172.899,1.436,0.846,0.748
4FGL J1742.0-3020,unid-pulsar,-0.068,358.399,5.486,0.066,0.407,47.304,0.660,0.995,1.799
4FGL J1742.3-3318,psr,-1.689,355.906,15.950,0.049,1.719,20.519,1.367,0.983,1.170
4FGL J1742.4-1518,bcu-pulsar,7.711,11.296,6.223,0.135,0.645,0.854,0.890,0.994,0.563
4FGL J1742.5-2833,unid-pulsar,0.774,359.967,8.076,0.162,0.681,20.158,0.679,0.996,1.562
4FGL J1742.8-2246,unid-pulsar,3.743,4.940,9.568,0.098,0.843,3.530,0.879,0.995,0.831
4FGL J1743.0-3201,unid-pulsar,-1.152,357.084,6.172,0.137,0.975,3.188,0.532,0.971,1.411
4FGL J1743.1-3049,unid-pulsar,-0.535,358.103,6.771,0.072,0.675,10.121,0.378,0.981,1.698
4FGL J1743.2-1404,unid-pulsar,8.174,12.461,4.659,0.072,0.305,0.890,0.574,0.218,0.556
4FGL J1743.4-3123,unid-pulsar,-0.874,357.661,6.257,0.059,1.871,2.548,0.691,0.995,1.471
4FGL J1743.4-3406,unid-pulsar,-2.303,355.345,6.546,0.196,1.420,1.075,0.755,1.000,1.001
4FGL J1743.4-2406,unid-pulsar,2.934,3.871,5.430,0.089,2.164,0.602,1.499,0.992,0.913
4FGL J1743.7-4321,unid-pulsar,-7.166,347.451,15.986,0.081,1.111,2.980,1.137,0.998,0.477
4FGL J1743.9-3539,unid-pulsar,-3.206,354.071,4.617,0.571,0.710,1.815,1.731,0.969,0.890
4FGL J1743.9-1824,bcu-pulsar,5.802,8.803,9.176,0.098,0.897,3.044,1.713,0.987,0.695
4FGL J1744.0-7618,msp,-22.456,317.113,63.272,0.019,1.543,42.426,1.155,0.985,0.310
4FGL J1744.0-1311,unid-pulsar,8.452,13.338,13.826,0.045,2.065,1.591,0.930,1.000,0.575
4FGL J1744.4-1135,msp,9.183,14.785,55.694,0.020,0.936,197.166,1.293,0.991,0.668
4FGL J1744.7-1557,unid-pulsar,6.906,11.012,12.289,0.062,0.664,2.694,0.522,0.972,0.613
4FGL J1744.9-3322,unid-pulsar,-2.187,356.137,8.850,0.097,1.400,3.401,0.932,0.998,1.039
4FGL J1744.9-2153,unid-pulsar,3.797,5.940,6.383,0.117,0.676,0.940,0.417,0.941,0.820
4FGL J1744.9-2905,unk-pulsar,0.042,359.794,9.342,0.043,2.250,195.672,1.989,0.829,2.069
4FGL J1745.3-3502,unid-pulsar,-3.126,354.760,4.886,0.088,0.798,0.639,0.492,0.968,0.807
4FGL J1745.5-2249,unid-pulsar,3.200,5.217,5.870,0.106,0.368,6.069,0.932,0.674,0.854
4FGL J1745.5+1017,msp,19.245,34.870,25.688,0.033,1.547,3.835,0.981,0.998,0.182
4FGL J1745.6-3626,unid-pulsar,-3.907,353.590,7.544,0.080,1.635,0.855,1.067,1.000,0.852
4FGL J1745.6-2859,spp-pulsar,-0.039,359.953,53.479,0.010,0.729,10298.557,0.275,0.838,2.154
4FGL J1745.6-3145,unid-pulsar,-1.479,357.597,7.425,0.077,0.690,5.571,0.500,0.967,1.360
4FGL J1745.7-2506,unk-pulsar,1.964,3.291,6.225,0.117,1.241,2.935,1.389,0.992,1.078
4FGL J1746.1-2541,unid-pulsar,1.582,2.840,6.502,0.070,0.759,2.749,0.602,0.921,1.101
4FGL J1746.4-2852,other-pulsar,-0.116,0.150,24.097,0.031,1.544,1418.438,0.893,0.989,2.332
4FGL J1746.4-3541,unid-pulsar,-3.661,354.321,4.179,0.092,0.623,1.072,0.855,0.996,0.783
4FGL J1746.5-2019,unid-pulsar,4.295,7.470,8.536,0.110,0.560,3.642,0.639,0.796,0.844
4FGL J1746.8-3239,psr,-2.169,356.955,42.064,0.021,1.221,286.482,0.938,0.980,1.182
4FGL J1747.0-3505,unid-pulsar,-3.463,354.889,10.144,0.066,0.651,4.368,0.629,0.966,0.735
4FGL J1747.2-2957,psr,-0.845,359.310,34.922,0.017,0.632,3190.611,0.684,0.956,1.717
4FGL J1747.6+0324,unid-pulsar,15.742,28.629,16.338,0.046,0.781,1.739,0.365,0.829,0.406
4FGL J1747.7-4037,msp,-6.411,350.198,24.660,0.036,0.790,10.169,0.699,0.991,0.498
4FGL J1747.8-3006,unid-pulsar,-1.031,359.246,5.167,0.060,1.614,5.540,0.669,0.962,1.537
4FGL J1747.8-1827,unid-pulsar,4.975,9.250,4.140,0.256,0.762,0.729,1.512,0.948,0.755
4FGL J1747.9-3224,unid-pulsar,-2.229,357.285,5.765,0.073,2.123,1.289,0.925,1.000,1.227
4FGL J1747.9+4704,bll-pulsar,29.975,73.789,5.327,0.145,0.962,0.066,1.387,0.374,-0.478
4FGL J1748.0-2446,glc,1.692,3.845,67.881,0.016,1.263,631.759,0.693,0.989,1.171
4FGL J1748.3-2906,unid-pulsar,-0.604,0.168,14.692,0.045,1.008,67.233,0.611,0.994,1.676
4FGL J1748.4+7059,unid-pulsar,30.650,101.562,4.971,0.177,1.069,0.039,1.997,0.462,-0.429
4FGL J1748.5-1648,unid-pulsar,5.673,10.756,6.193,0.205,0.469,3.625,1.706,0.947,0.738
4FGL J1748.8-3915,unid-pulsar,-5.886,351.487,15.526,0.052,1.380,4.435,1.429,0.995,0.539
4FGL J1748.9-2021,glc,3.793,7.739,18.434,0.047,0.822,10.706,0.503,0.994,0.858
4FGL J1749.0-2327,bcu-pulsar,2.187,5.084,6.788,0.194,0.384,9.786,1.000,0.795,0.975
4FGL J1749.0-2119,unid-pulsar,3.274,6.925,5.668,0.210,0.373,7.202,1.024,0.762,0.850
4FGL J1749.5-2747,other-pulsar,-0.142,1.430,8.100,0.062,2.655,15.660,1.984,0.925,1.951
4FGL J1749.6-3143,unid-pulsar,-2.179,358.058,8.068,0.097,2.313,3.127,1.935,0.982,1.310
4FGL J1750.0-3347,unid-pulsar,-3.325,356.327,7.243,0.080,0.909,1.006,0.527,0.993,0.920
4FGL J1750.3-3702,glc,-5.019,353.547,24.956,0.033,0.706,12.847,0.474,0.994,0.662
4FGL J1750.4-1721,unid-pulsar,5.018,10.503,7.180,0.104,0.940,0.873,0.659,1.000,0.709
4FGL J1750.4-3023,unk-pulsar,-1.657,359.291,7.894,0.095,1.055,3.625,0.651,0.996,1.178
4FGL J1750.6-1906,unid-pulsar,4.079,9.020,7.604,0.073,0.561,1.841,0.514,0.930,0.839
4FGL J1750.8-4405,unid-pulsar,-8.646,347.452,6.292,0.087,1.023,0.228,0.664,0.955,0.459
4FGL J1750.8-3106,unk-pulsar,-2.099,358.727,7.318,0.184,1.633,2.995,1.913,0.978,1.123
4FGL J1750.8-1246,unid-pulsar,7.224,14.542,4.815,0.162,0.770,0.589,1.050,0.994,0.717
4FGL J1750.9-2655,unid-pulsar,0.019,2.328,5.020,0.135,1.163,10.663,1.613,0.985,1.853
4FGL J1751.1+0109,unid-pulsar,13.925,26.986,4.828,0.295,0.429,1.052,1.557,0.787,0.453
4FGL J1752.3-2914,unid-pulsar,-1.414,0.484,6.589,0.072,1.182,5.519,1.632,0.977,1.186
4FGL J1752.3-3139,unid-pulsar,-2.641,358.417,5.047,0.073,0.567,1.345,0.492,0.957,1.026
4FGL J1752.4-0758,unid-pulsar,9.279,18.944,4.721,0.228,0.480,1.537,1.433,0.963,0.667
4FGL J1752.6-1010,bcu-pulsar,8.148,17.036,5.759,0.073,0.750,0.751,0.708,0.989,0.834
4FGL J1752.7-3810,unid-pulsar,-6.002,352.816,5.506,0.128,0.718,0.486,0.841,0.897,0.551
4FGL J1752.7-3040,unid-pulsar,-2.222,359.304,8.192,0.124,1.055,4.014,1.173,0.998,1.057
4FGL J1752.8-4449,unid-pulsar,-9.316,346.991,12.250,0.046,1.627,0.944,0.637,1.000,0.359
4FGL J1753.2-2848,unk-pulsar,-1.357,0.965,6.611,0.091,1.590,2.908,1.577,0.990,1.208
4FGL J1753.3-3325,bcu-pulsar,-3.727,357.006,12.830,0.091,1.130,5.072,1.135,0.995,0.817
4FGL J1753.8-2538,unid-pulsar,0.127,3.766,35.938,0.020,1.940,205.144,0.587,0.963,1.668
4FGL J1754.3-4443,unid-pulsar,-9.491,347.202,7.414,0.067,0.868,0.853,0.775,1.000,0.343
4FGL J1754.3-2915,unid-pulsar,-1.803,0.699,5.053,0.090,1.754,1.974,1.963,0.949,1.008
4FGL J1754.3-3236,unid-pulsar,-3.492,357.814,6.874,0.215,0.765,3.009,1.418,0.996,0.859
4FGL J1754.6-2933,unid-pulsar,-2.007,0.482,11.978,0.074,0.945,11.041,0.747,0.993,0.980
4FGL J1754.8-3200,unid-pulsar,-3.271,358.382,7.505,0.086,2.857,1.014,1.993,0.950,0.898
4FGL J1755.3-3937,unid-pulsar,-7.157,351.796,7.347,0.172,0.522,1.334,0.847,0.969,0.462
4FGL J1755.4-2552,other-pulsar,-0.303,3.741,6.813,0.075,0.295,11.649,0.210,0.830,1.750
4FGL J1756.1-2516,unk-pulsar,-0.129,4.340,9.694,0.139,0.617,57.601,0.797,0.996,1.796
4FGL J1756.3+0236,unid-pulsar,13.441,28.933,4.718,0.158,0.376,0.770,1.232,0.906,0.316
4FGL J1756.6-2352,psr,0.466,5.616,7.127,0.122,0.383,9.074,0.258,0.860,1.505
4FGL J1757.1-1926,unid-pulsar,2.596,9.497,4.942,0.113,0.494,2.480,0.631,0.869,0.956
4FGL J1757.1-3554,unid-pulsar,-5.633,355.232,7.786,0.096,1.130,0.794,1.102,1.000,0.635
4FGL J1757.1-2848,unid-pulsar,-2.109,1.409,8.269,0.094,0.665,2.950,0.558,0.949,0.943
4FGL J1757.4-3125,unid-pulsar,-3.459,359.164,12.109,0.082,0.775,4.299,0.586,0.921,0.900
4FGL J1757.6-2731,unid-pulsar,-1.551,2.558,6.170,0.159,0.981,2.520,0.893,0.999,1.242
4FGL J1757.6-2539,unid-pulsar,-0.623,4.177,4.628,0.070,4.170,1.218,1.972,0.888,1.566
4FGL J1757.7-2337,spp-pulsar,0.374,5.955,8.001,0.113,1.423,4.604,0.302,0.412,1.533
4FGL J1757.7-6032,unid-pulsar,-17.187,332.985,21.668,0.037,3.109,0.899,0.768,0.988,0.062
4FGL J1757.8-1802,unid-pulsar,3.149,10.810,4.574,0.129,0.541,0.898,0.594,0.984,0.900
4FGL J1757.9-2419,psr,-0.024,5.370,6.638,0.115,0.206,33.914,0.252,0.945,1.733
4FGL J1758.0-2953,unid-pulsar,-2.813,0.559,6.806,0.081,2.250,1.067,1.815,0.980,0.923
4FGL J1758.5-3219,unid-pulsar,-4.116,358.491,4.672,0.500,1.073,0.903,1.896,0.864,0.819
4FGL J1758.7-1621,bcu-pulsar,3.798,12.377,10.689,0.083,0.670,4.476,0.844,0.837,0.811
4FGL J1758.8-2326,unid-pulsar,0.251,6.240,8.034,0.068,1.528,8.413,0.515,0.972,1.546
4FGL J1759.1-2347,unk-pulsar,0.016,5.962,6.153,0.072,0.792,8.862,0.252,0.887,1.678
4FGL J1759.1-3849,bcu-pulsar,-7.417,352.869,16.016,0.041,1.301,1.938,0.711,0.982,0.404
4FGL J1759.2-0243,unid-pulsar,10.317,24.442,6.230,0.196,0.610,1.908,1.574,0.985,0.646
4FGL J1759.5-2312,unk-pulsar,0.215,6.525,5.116,0.186,0.465,30.119,0.510,0.997,1.676
4FGL J1759.6-1850,unid-pulsar,2.367,10.329,4.654,0.167,0.737,1.598,0.917,1.000,1.136
4FGL J1759.7-2141,unk-pulsar,0.940,7.853,15.158,0.041,1.171,14.687,0.543,0.992,1.394
4FGL J1759.7-2354,unid-pulsar,-0.168,5.945,7.697,0.062,0.795,49.471,0.427,0.995,1.732
4FGL J1759.8-1250,unid-pulsar,5.303,15.576,6.786,0.063,1.126,0.721,0.681,1.000,0.860
4FGL J1800.2-2952,unid-pulsar,-3.213,0.809,6.887,0.143,1.062,2.019,1.482,0.996,0.800
4FGL J1800.5-2910,unid-pulsar,-2.922,1.447,6.127,0.090,0.863,0.845,0.560,0.974,0.830
4FGL J1800.7-2355,unk-pulsar,-0.372,6.027,9.993,0.039,1.759,12.490,0.194,0.373,1.772
