4FGL-DR3,glat,glon,significance,r95,variability,Ep,Fp,d,association,prediction,p_bll,p_fsrq,p_pulsar
4FGL J1825.9-5614,-18.924,338.647,6.698,0.151,5.813,0.300,0.324,0.515,unid,fsrq,0.137,0.350,0.513
4FGL J1826.2-2830,-7.586,4.708,5.673,0.305,10.446,0.475,0.703,0.851,unid,pulsar,0.000,0.018,0.982
4FGL J1826.5-1202,-0.058,19.398,8.420,0.176,7.573,0.648,89.129,1.150,unid,pulsar,0.002,0.005,0.993
4FGL J1827.2+4303,22.324,71.176,6.920,0.068,13.015,2.643,0.031,1.000,unid,bll,0.910,0.088,0.001
4FGL J1827.3-4128,-13.413,352.934,5.412,0.103,4.805,0.453,0.224,0.672,unid,pulsar,0.030,0.153,0.817
4FGL J1827.5+1141,10.555,40.751,17.511,0.044,18.344,1.593,1.406,0.601,unid,pulsar,0.023,0.014,0.963
4FGL J1828.1-1312,-0.922,18.549,6.994,0.116,10.594,1.353,12.038,1.241,unid,pulsar,0.001,0.006,0.993
4FGL J1828.2-3252,-9.898,0.951,6.750,0.083,13.081,3.014,0.171,1.263,unid,pulsar,0.234,0.194,0.572
4FGL J1829.4-1500,-2.058,17.101,4.500,0.077,17.722,0.100,78.102,-0.100,unid,fsrq,0.552,0.322,0.126
4FGL J1829.6-2545,-7.008,7.532,5.510,0.128,5.871,0.922,0.681,1.973,unid,pulsar,0.044,0.153,0.803
4FGL J1829.6-4310,-14.503,351.511,7.159,0.183,5.287,1.303,0.193,1.411,unid,pulsar,0.013,0.032,0.955
4FGL J1830.1-0212,3.730,28.523,6.232,0.160,5.944,0.847,5.745,0.952,unid,pulsar,0.000,0.007,0.993
4FGL J1830.1-1440,-2.043,17.471,4.391,0.051,11.917,1000.000,4.734,-0.100,unid,bll,0.897,0.088,0.015
4FGL J1830.7-1634,-3.037,15.852,19.407,0.037,8.655,1.151,8.166,0.444,unid,pulsar,0.014,0.011,0.975
4FGL J1830.7-2414,-6.555,9.006,5.515,0.094,18.076,1.657,0.390,1.581,unid,pulsar,0.011,0.027,0.962
4FGL J1830.7-3219,-10.147,1.687,5.354,0.110,20.462,0.507,0.291,0.509,unid,fsrq,0.097,0.852,0.052
4FGL J1830.8-3132,-9.807,2.411,14.891,0.040,9.046,2.155,1.204,1.100,unid,pulsar,0.000,0.002,0.998
4FGL J1831.1-6503,-22.349,329.934,19.719,0.036,6.935,1.765,0.772,0.900,unid,pulsar,0.000,0.000,1.000
4FGL J1831.2+0202,5.419,32.456,4.453,0.130,9.471,0.129,1.933,0.276,unid,fsrq,0.313,0.679,0.008
4FGL J1831.2-0013,4.378,30.430,4.771,0.086,6.096,1.821,0.582,1.245,unid,pulsar,0.000,0.002,0.998
4FGL J1831.4-2909,-8.886,4.641,5.608,0.247,7.330,0.974,0.469,1.953,unid,pulsar,0.022,0.116,0.861
4FGL J1831.6-0223,3.304,28.542,7.920,0.109,11.665,1.027,4.081,0.539,unid,pulsar,0.004,0.009,0.987
4FGL J1831.8-2514,-7.213,8.220,5.413,0.155,8.193,1.040,0.422,1.332,unid,pulsar,0.001,0.008,0.992
4FGL J1832.4-0847,0.186,22.944,11.897,0.063,6.791,2.635,34.194,1.747,unid,pulsar,0.039,0.049,0.912
4FGL J1832.4-0152,3.373,29.088,4.062,0.131,6.767,0.184,1.319,0.155,unid,bll,0.708,0.283,0.009
4FGL J1832.7+0618,7.022,36.444,4.418,0.052,8.587,1.242,0.064,0.248,unid,bll,0.904,0.093,0.003
4FGL J1833.4+1109,9.014,40.923,5.154,0.087,9.367,1.643,0.105,0.808,unid,pulsar,0.561,0.263,0.176
4FGL J1834.2-4021,-14.150,354.532,5.609,0.158,14.277,0.668,0.148,0.718,unid,fsrq,0.109,0.809,0.082
4FGL J1834.2-0827,-0.072,23.456,8.487,0.084,7.518,0.745,166.310,1.192,unid,pulsar,0.002,0.007,0.991
4FGL J1834.3+0613,6.635,36.548,8.158,0.105,5.271,1.646,0.603,0.877,unid,pulsar,0.000,0.000,1.000
4FGL J1834.7-0724,0.312,24.435,9.848,0.076,13.351,1.017,61.331,0.877,unid,pulsar,0.001,0.002,0.997
4FGL J1834.9-0800,-0.014,23.938,9.076,0.134,10.000,0.567,126.261,0.821,unid,pulsar,0.001,0.002,0.997
4FGL J1834.9-2819,-9.214,5.749,6.656,0.090,23.620,0.567,0.474,0.533,unid,fsrq,0.096,0.767,0.138
4FGL J1835.1-0517,1.192,26.361,5.073,0.127,10.196,1.924,2.082,1.999,unid,pulsar,0.012,0.026,0.962
4FGL J1835.3-2439,-7.677,9.105,6.640,0.122,6.123,0.100,3.199,0.127,unid,fsrq,0.151,0.844,0.006
4FGL J1836.1-2656,-8.847,7.109,5.386,0.288,7.544,0.662,0.699,1.604,unid,pulsar,0.016,0.088,0.896
4FGL J1836.8-2354,-7.644,9.936,11.694,0.169,10.360,0.920,1.874,1.017,unid,pulsar,0.000,0.000,1.000
4FGL J1836.9+4439,21.130,73.376,4.653,0.051,13.626,5.369,0.008,0.223,unid,bll,0.903,0.090,0.007
4FGL J1837.9-0620,0.097,25.746,4.338,0.078,12.852,0.937,5.140,0.290,unid,pulsar,0.523,0.057,0.419
4FGL J1838.0-0516,0.561,26.711,4.015,0.158,8.753,0.744,10.726,0.983,unid,pulsar,0.002,0.010,0.988
4FGL J1838.1-3352,-12.201,0.935,4.810,0.081,9.326,1.057,0.113,0.934,unid,pulsar,0.225,0.463,0.312
4FGL J1838.2+3223,16.706,61.279,8.742,0.069,7.097,0.679,0.315,0.752,unid,pulsar,0.000,0.011,0.989
4FGL J1838.4-0630,-0.087,25.650,5.782,0.058,19.728,0.714,30.583,0.630,unid,pulsar,0.005,0.010,0.985
4FGL J1838.4-0545,0.250,26.325,5.254,0.072,8.148,0.994,43.220,0.774,unid,pulsar,0.000,0.002,0.998
4FGL J1838.5+3837,18.883,67.397,5.388,0.138,12.096,1.165,0.033,0.684,unid,bll,0.849,0.148,0.003
4FGL J1838.7-0601,0.064,26.132,4.534,0.065,8.477,1.843,2.080,0.146,unid,bll,0.921,0.044,0.035
4FGL J1839.0-1502,-4.132,18.130,6.547,0.109,14.866,0.901,0.617,0.667,unid,pulsar,0.002,0.008,0.990
4FGL J1840.3+1105,7.477,41.603,4.951,0.105,5.673,1.380,0.110,0.619,unid,pulsar,0.449,0.232,0.320
4FGL J1840.4-1705,-5.341,16.445,4.973,0.065,13.772,1.699,0.114,0.320,unid,bll,0.924,0.073,0.003
4FGL J1840.4-1139,-2.879,21.311,10.045,0.083,6.001,1.764,2.152,1.299,unid,pulsar,0.002,0.006,0.992
4FGL J1841.6+7113,26.354,101.904,5.120,0.090,13.010,1000.000,0.038,-0.062,unid,bll,0.895,0.096,0.009
4FGL J1842.1+2737,14.086,57.048,17.621,0.052,19.745,2.178,1.055,1.292,unid,pulsar,0.004,0.008,0.988
4FGL J1843.3-1242,-4.000,20.689,10.255,0.081,21.473,1.416,1.319,0.665,unid,pulsar,0.016,0.020,0.964
4FGL J1843.6-2219,-8.354,12.061,4.774,0.094,13.171,1.452,0.154,1.152,unid,pulsar,0.163,0.320,0.517
4FGL J1843.7-3227,-12.676,2.746,4.802,0.202,12.046,1.182,0.081,0.459,unid,bll,0.830,0.162,0.008
4FGL J1843.7-0326,0.146,28.994,6.532,0.047,3.667,0.263,78.683,0.381,unid,pulsar,0.034,0.039,0.926
4FGL J1844.6-2342,-9.155,10.908,4.278,0.432,13.653,0.189,0.308,0.261,unid,fsrq,0.525,0.463,0.012
4FGL J1844.7-2110,-8.086,13.221,5.782,0.142,19.734,0.349,0.555,0.395,unid,fsrq,0.220,0.706,0.074
4FGL J1844.8-0957,-3.066,23.315,6.928,0.096,9.013,0.665,1.121,0.501,unid,pulsar,0.003,0.003,0.994
4FGL J1845.3+5605,23.051,85.625,4.113,0.188,10.616,0.387,0.019,0.279,unid,bll,0.781,0.212,0.007
4FGL J1845.8-0236,0.057,29.973,4.586,0.041,10.020,0.327,4.109,0.148,unid,bll,0.732,0.247,0.021
4FGL J1845.8-2521,-10.120,9.518,18.085,0.056,4.899,0.962,2.833,0.612,unid,pulsar,0.001,0.004,0.995
4FGL J1846.0+0507,3.536,36.886,9.256,0.059,12.267,3.465,0.826,0.894,unid,pulsar,0.011,0.008,0.980
4FGL J1846.5+7731,26.702,108.944,4.573,0.064,10.798,3.069,0.004,0.145,unid,bll,0.892,0.098,0.010
4FGL J1846.9-0247,-0.281,29.930,6.661,0.167,15.396,1.222,21.107,1.193,unid,pulsar,0.002,0.006,0.992
4FGL J1847.0-0625,-1.949,26.718,7.784,0.105,18.994,2.123,1.022,0.998,unid,pulsar,0.002,0.005,0.992
4FGL J1847.2-0141,0.161,30.948,9.604,0.094,11.673,0.492,137.726,0.513,unid,pulsar,0.001,0.004,0.994
4FGL J1847.2-0200,0.002,30.665,6.224,0.065,8.102,1.247,15.738,0.656,unid,pulsar,0.001,0.004,0.996
4FGL J1847.7-0125,0.168,31.237,4.559,0.068,4.156,0.241,3.545,0.101,unid,fsrq,0.390,0.592,0.018
4FGL J1847.7+3543,16.131,65.264,5.197,0.066,7.109,7.735,0.018,0.789,unid,bll,0.886,0.109,0.005
4FGL J1847.7-3433,-14.299,1.110,6.746,0.090,8.940,1.761,0.140,1.119,unid,pulsar,0.117,0.174,0.709
4FGL J1848.2-1309,-5.261,20.824,6.039,0.196,7.086,0.992,0.845,1.422,unid,pulsar,0.001,0.006,0.994
4FGL J1848.2-0016,0.581,32.330,7.072,0.125,4.551,1.149,7.019,0.736,unid,pulsar,0.001,0.007,0.992
4FGL J1848.7-6307,-23.701,332.511,4.547,0.053,7.684,25.646,0.007,0.139,unid,bll,0.898,0.095,0.007
4FGL J1848.8+0701,3.764,38.906,5.407,0.165,2.999,0.472,8.556,1.887,unid,pulsar,0.368,0.194,0.438
4FGL J1849.0-1826,-7.794,16.153,6.320,0.103,20.739,0.923,0.329,0.866,unid,pulsar,0.047,0.387,0.566
4FGL J1849.4-0117,-0.146,31.547,6.092,0.111,10.698,0.158,66.437,0.246,unid,pulsar,0.235,0.157,0.607
4FGL J1849.8-0952,-4.139,23.942,5.291,0.179,4.188,0.588,1.748,1.703,unid,pulsar,0.069,0.094,0.837
4FGL J1850.2-0201,-0.669,30.998,5.038,0.175,9.755,0.100,13.781,0.041,unid,fsrq,0.325,0.653,0.022
4FGL J1850.7-3126,-13.626,4.315,7.331,0.119,10.267,0.612,0.626,1.273,unid,pulsar,0.003,0.032,0.964
4FGL J1850.8-1105,-4.896,22.970,7.256,0.164,9.696,1.234,0.920,1.574,unid,pulsar,0.002,0.009,0.989
4FGL J1851.0+1558,7.289,47.177,4.757,0.090,10.124,1.628,0.108,1.000,unid,pulsar,0.431,0.332,0.237
4FGL J1851.0-3003,-13.129,5.644,5.004,0.070,9.271,0.100,1.184,-0.100,unid,bll,0.750,0.244,0.006
4FGL J1851.5+0718,3.302,39.459,9.742,0.083,11.705,2.182,2.233,1.413,unid,pulsar,0.001,0.005,0.993
4FGL J1851.9-1522,-7.053,19.237,4.307,0.258,7.753,0.937,0.385,1.896,unid,pulsar,0.018,0.114,0.868
4FGL J1852.5-3450,-15.317,1.253,5.423,0.236,10.594,0.674,0.243,1.402,unid,fsrq,0.044,0.405,0.551
4FGL J1852.6+0203,0.668,34.904,9.844,0.081,11.626,0.583,22.358,0.445,unid,pulsar,0.018,0.019,0.962
4FGL J1852.6-1159,-5.701,22.366,4.976,0.095,5.327,0.818,0.265,0.446,unid,pulsar,0.043,0.028,0.929
4FGL J1852.7-1242,-6.041,21.720,4.872,0.097,10.594,0.932,0.332,0.665,unid,pulsar,0.003,0.011,0.986
4FGL J1853.0-0956,-4.878,24.240,4.708,0.090,9.022,1.051,0.316,0.983,unid,pulsar,0.000,0.006,0.994
4FGL J1853.3-2447,-11.429,10.771,6.786,0.180,12.375,0.278,0.764,0.369,unid,fsrq,0.378,0.443,0.179
4FGL J1853.4-1605,-7.697,18.754,4.497,0.164,10.443,0.594,0.752,1.987,unid,pulsar,0.071,0.597,0.333
4FGL J1853.6-0620,-3.389,27.534,7.234,0.125,10.827,0.738,0.834,0.480,unid,pulsar,0.006,0.004,0.990
4FGL J1853.8-1107,-5.582,23.276,4.309,0.098,18.742,0.193,0.388,0.218,unid,bll,0.609,0.383,0.008
4FGL J1854.1+0142,0.187,34.763,5.043,0.073,12.419,0.570,21.474,0.478,unid,pulsar,0.017,0.022,0.961
4FGL J1854.3-3640,-16.355,359.624,6.280,0.074,9.803,1.787,0.088,0.686,unid,bll,0.806,0.163,0.031
4FGL J1854.5+2050,8.675,51.969,4.609,0.100,14.432,1000.000,1.673,0.377,unid,bll,0.868,0.113,0.019
4FGL J1854.7+0153,0.120,34.998,9.217,0.154,6.938,0.944,34.750,0.443,unid,pulsar,0.003,0.005,0.993
4FGL J1854.9+4054,16.758,70.817,5.431,0.059,8.865,0.100,0.393,-0.100,unid,bll,0.917,0.076,0.007
4FGL J1855.2+0756,2.773,40.443,6.372,0.160,6.147,0.349,42.405,1.271,unid,pulsar,0.023,0.042,0.934
4FGL J1855.2+0456,1.403,37.767,11.088,0.095,9.337,0.212,95.042,0.501,unid,pulsar,0.014,0.020,0.966
4FGL J1855.3-0740,-4.351,26.527,6.801,0.192,10.792,0.761,1.806,1.988,unid,pulsar,0.043,0.179,0.778
4FGL J1855.6-3603,-16.360,0.322,6.753,0.122,7.191,1.187,0.263,1.784,unid,pulsar,0.007,0.033,0.960
4FGL J1855.8+0150,-0.136,35.073,8.908,0.080,8.979,0.709,34.050,0.356,unid,pulsar,0.009,0.009,0.982
4FGL J1856.1-1222,-6.634,22.397,9.298,0.045,15.256,0.875,0.351,0.149,unid,bll,0.936,0.050,0.014
4FGL J1856.5+1735,6.831,49.240,9.233,0.070,7.804,1.005,0.711,1.003,unid,pulsar,0.000,0.000,1.000
4FGL J1856.7+0125,-0.522,34.804,7.566,0.070,5.961,0.483,959.830,0.816,unid,pulsar,0.007,0.011,0.982
4FGL J1856.7-0116,-1.767,32.406,4.639,0.152,14.918,0.438,1.535,0.492,unid,pulsar,0.072,0.210,0.718
4FGL J1857.1+0056,-0.849,34.430,11.845,0.050,5.865,2.686,38.590,1.093,unid,pulsar,0.022,0.030,0.948
4FGL J1857.4+0106,-0.826,34.606,9.561,0.055,5.538,3.129,24.304,1.242,unid,pulsar,0.048,0.053,0.899
4FGL J1857.5+0756,2.264,40.704,5.020,0.115,2.884,0.307,12.063,0.675,unid,pulsar,0.083,0.242,0.675
4FGL J1857.7-2830,-13.843,7.718,4.510,0.191,8.336,0.379,0.770,2.000,unid,fsrq,0.121,0.735,0.144
4FGL J1857.8-3220,-15.362,4.071,9.443,0.076,17.046,0.718,0.377,0.496,unid,pulsar,0.140,0.288,0.572
4FGL J1858.0+0354,0.310,37.170,19.302,0.054,15.822,0.823,165.130,0.888,unid,pulsar,0.001,0.004,0.994
4FGL J1858.0-1052,-6.390,23.968,5.781,0.112,4.994,0.624,1.131,1.434,unid,pulsar,0.008,0.020,0.972
4FGL J1858.3-1318,-7.527,21.787,8.259,0.140,4.928,0.624,1.073,0.734,unid,pulsar,0.000,0.002,0.998
4FGL J1858.5-4446,-19.924,351.936,8.231,0.077,8.491,0.546,0.178,0.461,unid,fsrq,0.234,0.437,0.329
4FGL J1858.9+3636,14.395,67.013,8.808,0.148,6.508,1.080,0.210,1.296,unid,pulsar,0.009,0.036,0.955
4FGL J1859.2-0706,-4.955,27.467,8.470,0.077,5.755,0.776,0.902,0.556,unid,pulsar,0.000,0.000,1.000
4FGL J1859.2+0046,-1.389,34.508,5.702,0.036,13.259,5.525,0.677,0.330,unid,bll,0.903,0.080,0.017
4FGL J1859.3+0058,-1.309,34.704,6.169,0.096,6.655,1.095,3.088,0.276,unid,pulsar,0.301,0.028,0.671
4FGL J1900.4-4941,-21.741,347.037,8.773,0.083,13.371,0.917,0.162,0.594,unid,bll,0.323,0.450,0.227
4FGL J1900.4+0339,-0.341,37.225,15.550,0.062,14.668,0.779,87.293,0.704,unid,pulsar,0.001,0.002,0.997
4FGL J1900.5-5301,-22.681,343.571,4.330,0.135,6.671,1.235,0.024,0.454,unid,bll,0.895,0.101,0.004
4FGL J1900.7+0426,-0.046,37.947,12.286,0.121,10.276,0.474,203.338,0.821,unid,pulsar,0.001,0.003,0.996
4FGL J1900.9+0538,0.471,39.025,9.143,0.121,8.755,0.510,48.494,0.837,unid,pulsar,0.001,0.004,0.996
4FGL J1901.1+0730,1.264,40.719,13.523,0.055,7.707,0.871,11.071,0.407,unid,pulsar,0.015,0.015,0.970
4FGL J1901.5-2208,-12.012,14.038,5.588,0.079,9.176,1.804,0.103,0.947,unid,pulsar,0.517,0.281,0.202
4FGL J1901.5-1112,-7.309,24.054,6.175,0.059,13.780,0.165,1.570,0.283,unid,fsrq,0.390,0.599,0.011
4FGL J1901.8-0718,-5.623,27.589,9.620,0.064,16.732,1.786,0.810,0.994,unid,pulsar,0.001,0.003,0.996
4FGL J1902.2+0448,-0.215,38.447,11.329,0.145,6.161,0.762,78.131,0.936,unid,pulsar,0.001,0.003,0.996
4FGL J1902.4-3417,-16.988,2.567,6.508,0.120,5.134,0.825,0.210,0.925,unid,pulsar,0.005,0.029,0.966
4FGL J1902.5+0654,0.684,40.348,12.150,0.047,10.193,0.928,10.364,0.406,unid,pulsar,0.029,0.020,0.952
4FGL J1902.7-3246,-16.491,4.073,4.916,0.107,9.440,0.264,0.445,0.638,unid,fsrq,0.047,0.555,0.398
4FGL J1902.8-0855,-6.587,26.249,4.675,0.180,6.025,0.450,1.644,1.702,unid,pulsar,0.045,0.125,0.830
4FGL J1903.5-3905,-18.910,357.944,4.872,0.085,3.935,0.100,0.170,0.043,unid,bll,0.899,0.093,0.007
4FGL J1904.0-5925,-24.677,336.907,8.768,0.094,9.407,0.716,0.152,0.588,unid,fsrq,0.172,0.462,0.367
4FGL J1904.6-2713,-14.727,9.554,6.483,0.141,10.581,0.100,0.651,0.164,unid,bll,0.768,0.224,0.008
4FGL J1904.7+0615,-0.093,40.010,4.926,0.285,13.525,0.523,35.591,1.193,unid,pulsar,0.005,0.012,0.983
4FGL J1904.7-0708,-6.201,28.070,23.899,0.042,19.602,0.724,12.288,0.602,unid,pulsar,0.021,0.056,0.923
4FGL J1905.2-5120,-22.934,345.539,7.448,0.065,13.111,0.523,0.258,0.439,unid,fsrq,0.211,0.544,0.245
4FGL J1905.5-1940,-11.828,16.711,4.895,0.050,14.776,12.753,0.040,0.960,unid,bll,0.905,0.092,0.003
4FGL J1905.8+4942,18.153,80.153,10.215,0.117,12.907,0.692,0.337,1.605,unid,fsrq,0.040,0.463,0.498
4FGL J1906.0-1718,-10.949,18.957,8.595,0.077,11.143,1.463,0.344,1.095,unid,pulsar,0.001,0.005,0.994
4FGL J1906.1+1651,4.451,49.615,10.262,0.065,11.031,3.753,0.716,1.921,unid,pulsar,0.012,0.020,0.968
4FGL J1906.4-2001,-12.170,16.491,6.713,0.099,3.380,1.180,0.355,1.611,unid,pulsar,0.023,0.049,0.928
4FGL J1906.4-1757,-11.299,18.408,10.751,0.056,6.671,1.372,0.495,0.753,unid,pulsar,0.000,0.000,1.000
4FGL J1906.9+0712,-0.148,41.123,17.069,0.028,13.239,1.248,102.307,0.449,unid,pulsar,0.005,0.011,0.984
4FGL J1907.0+3556,12.627,67.059,5.938,0.075,7.791,1.052,0.042,0.294,unid,bll,0.885,0.112,0.004
4FGL J1907.2+2323,7.162,55.583,5.029,0.399,11.773,0.420,0.608,0.799,unid,pulsar,0.004,0.089,0.908
4FGL J1907.5-2926,-16.176,7.688,5.304,0.333,16.860,0.195,2.024,1.321,unid,fsrq,0.069,0.711,0.220
4FGL J1907.7-4037,-20.181,356.695,5.043,0.207,9.914,0.341,0.227,0.589,unid,fsrq,0.058,0.787,0.155
4FGL J1908.2-7026,-26.844,324.909,5.150,0.126,20.268,69.731,0.020,0.106,unid,bll,0.876,0.116,0.008
4FGL J1908.4-0432,-5.861,30.814,5.250,0.269,11.097,0.343,4.928,1.967,unid,pulsar,0.107,0.219,0.674
4FGL J1908.7+0812,-0.078,42.199,13.738,0.068,10.467,0.530,124.484,0.815,unid,pulsar,0.001,0.002,0.997
4FGL J1908.8-0131,-4.571,33.553,24.619,0.038,6.624,1.514,11.536,0.974,unid,pulsar,0.001,0.006,0.993
4FGL J1908.8-1041,-8.691,25.316,4.574,0.353,12.252,0.350,1.766,1.631,unid,pulsar,0.032,0.295,0.673
4FGL J1909.0-2525,-14.908,11.667,6.718,0.115,18.582,1.172,0.310,1.701,unid,pulsar,0.020,0.125,0.855
4FGL J1909.2+4646,16.551,77.511,8.615,0.078,5.518,1.577,0.097,1.193,unid,pulsar,0.274,0.203,0.522
4FGL J1910.1-4704,-22.540,350.237,7.344,0.171,5.987,0.730,0.210,1.153,unid,pulsar,0.013,0.079,0.909
4FGL J1910.2+0904,0.000,43.141,10.495,0.034,17.483,0.169,26.490,0.092,unid,pulsar,0.616,0.339,0.045
4FGL J1910.7-5320,-24.243,343.662,12.714,0.089,8.326,0.777,0.435,0.774,unid,pulsar,0.000,0.002,0.998
4FGL J1910.8+6300,21.845,93.767,7.366,0.056,18.911,4.222,0.016,0.401,unid,bll,0.908,0.088,0.004
4FGL J1911.1-3221,-17.976,5.154,6.191,0.087,14.446,0.615,0.127,0.404,unid,bll,0.494,0.486,0.020
4FGL J1911.3+1055,0.596,44.912,4.642,0.232,10.978,0.520,5.898,0.802,unid,pulsar,0.011,0.074,0.915
4FGL J1911.4-4856,-23.260,348.341,8.718,0.099,9.984,1.709,0.167,1.464,unid,pulsar,0.029,0.057,0.914
4FGL J1911.8+0903,-0.357,43.309,4.096,0.053,12.428,1.277,0.950,0.081,unid,bll,0.960,0.032,0.008
4FGL J1911.8+1447,2.281,48.404,5.917,0.075,13.731,25.240,0.081,0.079,unid,bll,0.901,0.092,0.007
4FGL J1912.0+0927,-0.226,43.695,7.398,0.118,9.159,0.725,15.145,0.613,unid,pulsar,0.001,0.009,0.990
4FGL J1912.2-3636,-19.677,1.029,5.654,0.176,36.994,0.316,3.051,0.849,unid,fsrq,0.070,0.902,0.028
4FGL J1912.2+3621,11.838,67.898,5.514,0.280,7.795,0.888,0.089,0.976,unid,pulsar,0.326,0.484,0.189
4FGL J1912.5+1320,1.473,47.193,9.363,0.181,7.203,0.358,14.366,0.645,unid,pulsar,0.039,0.138,0.823
4FGL J1912.7+4610,15.776,77.173,13.180,0.089,14.444,1.186,0.268,0.647,unid,pulsar,0.081,0.087,0.832
4FGL J1912.7+0957,-0.146,44.208,9.869,0.090,10.471,0.703,40.862,0.788,unid,pulsar,0.000,0.002,0.997
4FGL J1913.4-1526,-11.746,21.442,11.789,0.056,11.373,1.888,0.637,1.506,unid,pulsar,0.001,0.004,0.995
4FGL J1913.4-2652,-16.390,10.674,5.490,0.305,5.149,0.442,0.714,1.985,unid,fsrq,0.175,0.542,0.283
4FGL J1913.5-0923,-9.137,27.004,4.888,0.076,14.044,0.100,0.361,0.113,unid,bll,0.806,0.186,0.008
4FGL J1914.6-1157,-10.516,24.794,7.878,0.077,7.455,0.326,2.093,0.659,unid,pulsar,0.023,0.151,0.826
4FGL J1914.7+1012,-0.456,44.665,7.179,0.145,3.424,0.484,15.171,0.499,unid,pulsar,0.021,0.047,0.932
4FGL J1915.3-1324,-11.288,23.528,4.175,0.040,6.439,1000.000,1.133,0.155,unid,bll,0.885,0.102,0.013
4FGL J1916.8-3025,-18.420,7.522,22.907,0.031,7.210,2.396,1.822,0.529,unid,pulsar,0.032,0.009,0.958
4FGL J1917.5-2746,-17.575,10.162,5.370,0.248,10.563,0.652,0.315,1.798,unid,fsrq,0.044,0.522,0.434
4FGL J1917.6+2609,6.315,59.139,4.403,0.110,5.732,0.100,0.716,0.110,unid,bll,0.807,0.186,0.006
4FGL J1917.6-3204,-19.165,5.961,8.719,0.084,10.066,0.489,0.329,0.375,unid,bll,0.243,0.235,0.521
4FGL J1918.6-7813,-27.899,316.179,5.705,0.515,10.163,0.664,0.206,1.253,unid,fsrq,0.046,0.444,0.509
4FGL J1919.4+1313,-0.082,47.875,7.136,0.176,10.364,0.418,40.069,0.923,unid,pulsar,0.004,0.010,0.987
4FGL J1919.9+1358,0.178,48.584,5.161,0.116,14.358,0.580,3.033,0.278,unid,bll,0.712,0.103,0.185
4FGL J1920.0-2622,-17.579,11.750,11.648,0.069,13.924,0.784,0.674,0.709,unid,pulsar,0.000,0.007,0.993
4FGL J1920.7+1334,-0.192,48.320,4.999,0.149,9.154,0.849,5.845,1.020,unid,pulsar,0.000,0.006,0.994
4FGL J1922.4+1453,0.057,49.683,6.259,0.113,8.835,0.527,25.097,0.919,unid,pulsar,0.003,0.011,0.986
4FGL J1922.5-5233,-25.803,344.927,9.337,0.142,14.696,0.824,0.159,0.536,unid,bll,0.395,0.504,0.101
4FGL J1922.7+1428,-0.205,49.350,8.659,0.061,9.417,0.719,84.776,0.925,unid,pulsar,0.001,0.002,0.997
4FGL J1923.0-4746,-24.820,350.114,4.626,0.059,7.454,17.402,0.038,1.108,unid,bll,0.907,0.087,0.005
4FGL J1924.3+1601,0.196,50.902,5.711,0.089,8.590,0.551,6.183,0.477,unid,pulsar,0.030,0.075,0.895
4FGL J1924.3+1628,0.408,51.302,4.330,0.062,6.185,99.155,0.412,0.284,unid,bll,0.882,0.102,0.016
4FGL J1924.8-1035,-12.168,27.148,14.840,0.040,12.290,1.769,2.402,0.870,unid,pulsar,0.000,0.002,0.998
4FGL J1925.1+0547,-4.811,41.951,4.501,0.175,7.744,0.459,1.042,1.001,unid,pulsar,0.000,0.007,0.993
4FGL J1925.3+1522,-0.322,50.431,8.451,0.116,5.767,0.479,30.251,0.837,unid,pulsar,0.004,0.012,0.984
4FGL J1925.4+1616,0.086,51.241,13.525,0.052,6.213,0.113,31.554,0.112,unid,pulsar,0.551,0.333,0.116
4FGL J1926.0-3626,-22.244,2.174,4.874,0.488,11.182,0.208,1.228,1.052,unid,fsrq,0.047,0.504,0.449
4FGL J1926.4+1602,-0.250,51.152,10.538,0.062,5.023,0.385,21.123,0.309,unid,pulsar,0.106,0.075,0.819
4FGL J1927.1-0040,-8.240,36.422,4.834,0.240,18.319,0.534,0.432,0.922,unid,fsrq,0.014,0.608,0.378
4FGL J1927.4+3528,8.695,68.465,5.026,0.175,10.308,1.307,0.069,1.165,unid,pulsar,0.629,0.323,0.048
4FGL J1927.4+0253,-6.679,39.646,6.136,0.102,16.361,0.805,0.583,1.403,unid,pulsar,0.015,0.121,0.864
4FGL J1928.5+5339,16.393,85.364,4.111,0.039,8.774,1000.000,0.078,0.136,unid,bll,0.890,0.103,0.008
4FGL J1929.0+1729,-0.088,52.717,15.329,0.094,26.326,0.525,85.794,0.708,unid,pulsar,0.009,0.016,0.975
4FGL J1930.6-2755,-20.324,11.141,4.611,0.569,14.359,0.357,0.239,0.694,unid,fsrq,0.020,0.935,0.045
4FGL J1931.0+1754,-0.305,53.320,4.883,0.176,16.085,0.463,3.384,0.427,unid,bll,0.259,0.325,0.416
4FGL J1931.1+1656,-0.794,52.480,20.280,0.053,6.479,0.623,70.976,0.654,unid,pulsar,0.001,0.003,0.997
4FGL J1933.4-2711,-20.656,12.095,5.077,0.370,6.489,0.333,0.256,0.549,unid,fsrq,0.100,0.441,0.459
4FGL J1934.2-1446,-16.023,24.243,7.454,0.125,5.432,0.602,0.712,1.381,unid,pulsar,0.006,0.022,0.971
4FGL J1934.2+1036,-4.511,47.277,4.540,0.206,16.026,0.255,0.797,0.451,unid,fsrq,0.155,0.750,0.095
4FGL J1935.5+1407,-3.091,50.533,4.864,0.043,9.644,9.819,0.044,0.160,unid,bll,0.900,0.096,0.004
