4FGL-DR3,glat,glon,significance,r95,variability,Ep,Fp,d,association,prediction,p_bll,p_fsrq,p_pulsar
4FGL J1723.7+3600,32.472,60.116,5.097,0.095,13.685,1.408,0.014,0.385,unid,bll,0.881,0.115,0.004
4FGL J1724.5-3008,3.195,356.507,7.222,0.116,6.634,0.887,3.231,1.586,unid,pulsar,0.008,0.014,0.978
4FGL J1724.7-3737,-1.047,350.336,4.876,0.108,15.379,0.615,4.541,0.735,unid,pulsar,0.014,0.079,0.907
4FGL J1724.8-7854,-22.604,314.097,4.576,0.078,11.873,0.100,0.045,-0.020,unid,bll,0.905,0.089,0.006
4FGL J1725.1-1924,9.032,5.583,12.326,0.059,9.682,0.690,2.242,0.502,unid,pulsar,0.005,0.009,0.986
4FGL J1725.5+0840,23.006,31.007,7.129,0.105,7.252,0.100,1.311,0.193,unid,fsrq,0.556,0.438,0.006
4FGL J1726.2-2903,3.513,357.615,5.989,0.115,12.923,1.139,1.404,1.002,unid,pulsar,0.000,0.000,1.000
4FGL J1726.2-3207,1.792,355.059,6.658,0.071,22.603,2.385,2.050,1.932,unid,pulsar,0.013,0.026,0.961
4FGL J1726.7-3930,-2.417,349.001,4.874,0.131,14.149,0.904,0.745,0.864,unid,pulsar,0.000,0.003,0.997
4FGL J1726.8-2659,4.536,359.404,4.431,0.089,14.734,0.172,0.834,0.172,unid,bll,0.775,0.217,0.008
4FGL J1727.1+5955,33.713,88.730,5.479,0.041,14.603,1000.000,0.005,-0.004,unid,bll,0.748,0.196,0.055
4FGL J1727.4+0326,20.228,26.228,10.624,0.054,7.515,1.476,0.310,0.623,unid,pulsar,0.005,0.004,0.990
4FGL J1727.6-2304,6.550,2.794,11.017,0.045,9.788,1.768,1.036,0.480,unid,pulsar,0.034,0.005,0.961
4FGL J1727.6-0849,14.150,15.065,6.545,0.132,4.209,0.510,1.431,0.910,unid,pulsar,0.001,0.007,0.993
4FGL J1727.7-3621,-0.829,351.728,4.640,0.077,6.050,0.607,7.349,0.662,unid,pulsar,0.006,0.025,0.970
4FGL J1727.7-4041,-3.240,348.115,4.905,0.098,6.181,0.870,1.039,1.954,unid,pulsar,0.048,0.146,0.806
4FGL J1728.0-3550,-0.587,352.182,4.679,0.142,7.894,0.488,10.923,0.574,unid,pulsar,0.019,0.063,0.918
4FGL J1728.8-5131,-9.307,339.094,5.606,0.058,8.265,0.100,0.537,0.005,unid,bll,0.893,0.100,0.007
4FGL J1729.0+6103,33.403,90.071,5.313,0.115,19.699,1.185,0.015,0.541,unid,bll,0.844,0.152,0.004
4FGL J1729.1-3503,-0.334,352.959,9.749,0.060,8.018,2.862,10.367,1.673,unid,pulsar,0.023,0.027,0.950
4FGL J1729.2-2509,5.092,1.252,5.006,0.141,6.369,0.593,2.700,1.747,unid,pulsar,0.030,0.057,0.913
4FGL J1729.3+6931,32.432,100.096,4.067,0.108,5.432,0.100,0.387,-0.100,unid,bll,0.868,0.125,0.007
4FGL J1729.4-2831,3.223,358.443,7.557,0.163,8.643,0.756,4.026,1.227,unid,pulsar,0.000,0.006,0.994
4FGL J1729.4-2646,4.169,359.920,6.825,0.110,12.920,1.415,2.066,1.727,unid,pulsar,0.004,0.013,0.983
4FGL J1729.5-3625,-1.162,351.874,5.283,0.053,4.168,0.100,4.347,0.090,unid,fsrq,0.124,0.868,0.008
4FGL J1729.7-4242,-4.647,346.637,6.548,0.103,16.573,0.764,0.835,0.954,unid,pulsar,0.001,0.016,0.983
4FGL J1729.9-4148,-4.182,347.410,10.166,0.054,13.518,0.354,1.508,0.223,unid,bll,0.808,0.149,0.043
4FGL J1729.9-2952,2.374,357.387,5.077,0.068,16.740,2.298,0.505,0.875,unid,pulsar,0.016,0.009,0.975
4FGL J1730.1-4343,-5.270,345.818,7.302,0.227,9.832,0.660,1.747,1.705,unid,pulsar,0.012,0.060,0.928
4FGL J1730.3-2913,2.669,357.961,4.078,0.101,9.541,2.742,0.457,1.999,unid,pulsar,0.008,0.016,0.976
4FGL J1730.4-0359,15.995,19.738,20.800,0.037,3.753,1.501,4.391,1.006,unid,pulsar,0.006,0.016,0.978
4FGL J1730.5+6018,33.265,89.152,4.676,0.500,11.507,0.466,0.038,0.466,unid,bll,0.566,0.427,0.007
4FGL J1730.5-3543,-0.951,352.567,4.998,0.084,7.698,0.569,4.647,0.484,unid,pulsar,0.019,0.052,0.929
4FGL J1730.8-3806,-2.313,350.604,9.625,0.085,12.890,2.107,2.900,1.941,unid,pulsar,0.008,0.017,0.975
4FGL J1730.8-1123,12.136,13.219,5.336,0.060,8.523,9.998,0.046,0.143,unid,bll,0.898,0.097,0.005
4FGL J1731.6+0630,20.681,29.642,5.849,0.416,23.521,0.541,0.581,1.917,unid,fsrq,0.061,0.873,0.066
4FGL J1732.0-2659,3.582,0.045,4.997,0.095,8.242,0.989,0.703,0.390,unid,pulsar,0.039,0.006,0.955
4FGL J1732.7-2559,3.984,0.983,6.070,0.156,7.368,0.600,2.381,0.641,unid,pulsar,0.002,0.008,0.991
4FGL J1733.0-2837,2.488,358.799,4.264,0.101,5.311,0.264,1.317,0.220,unid,bll,0.682,0.276,0.042
4FGL J1733.2-2915,2.121,358.287,6.333,0.079,13.318,1.557,1.830,0.816,unid,pulsar,0.000,0.002,0.998
4FGL J1733.4+2235,26.699,45.956,8.108,0.092,8.750,2.094,0.122,2.000,unid,pulsar,0.011,0.021,0.969
4FGL J1733.5-2950,1.733,357.833,5.734,0.067,10.477,1.530,0.649,0.203,unid,bll,0.930,0.040,0.031
4FGL J1733.6-2431,4.602,2.333,8.938,0.171,6.273,0.810,3.443,0.850,unid,pulsar,0.000,0.004,0.996
4FGL J1733.9-2220,5.721,4.218,4.778,0.187,4.131,0.611,1.708,1.386,unid,pulsar,0.012,0.020,0.968
4FGL J1734.0-2933,1.811,358.138,4.864,0.068,6.633,1.862,0.760,0.505,unid,pulsar,0.013,0.003,0.985
4FGL J1734.5-2818,2.387,359.252,8.504,0.085,12.396,0.938,5.602,1.085,unid,pulsar,0.000,0.006,0.994
4FGL J1734.6-3548,-1.687,352.941,4.305,0.053,13.525,0.100,3.629,-0.035,unid,fsrq,0.127,0.865,0.008
4FGL J1735.2-1640,8.489,9.210,5.610,0.072,13.431,1.034,0.184,0.312,unid,bll,0.850,0.121,0.028
4FGL J1735.2-2153,5.708,4.759,4.524,0.079,7.086,0.390,0.739,0.467,unid,pulsar,0.042,0.044,0.914
4FGL J1735.3-0717,13.290,17.421,13.506,0.065,8.625,0.414,4.518,0.450,unid,pulsar,0.110,0.256,0.633
4FGL J1735.4-2944,1.443,358.141,5.755,0.064,5.082,3.702,1.319,1.654,unid,pulsar,0.026,0.041,0.933
4FGL J1736.3-2929,1.420,358.464,6.140,0.123,6.907,0.475,7.500,0.492,unid,pulsar,0.038,0.109,0.853
4FGL J1736.6-1954,6.495,6.614,5.248,0.103,3.909,0.366,1.618,0.659,unid,pulsar,0.025,0.064,0.911
4FGL J1737.1-2901,1.533,358.938,5.630,0.139,9.022,1.009,2.107,0.716,unid,pulsar,0.000,0.000,1.000
4FGL J1737.2-2808,1.987,359.704,5.221,0.079,10.219,0.258,2.743,0.261,unid,fsrq,0.532,0.437,0.030
4FGL J1737.2-2421,4.003,2.895,6.935,0.072,14.210,0.100,9.661,-0.070,unid,fsrq,0.246,0.739,0.015
4FGL J1737.3-5300,-11.188,338.492,5.532,0.063,14.131,0.100,0.391,0.061,unid,bll,0.869,0.123,0.008
4FGL J1737.3-3332,-0.934,355.166,9.602,0.081,8.568,0.484,27.739,0.684,unid,pulsar,0.004,0.010,0.986
4FGL J1737.5-4306,-6.075,347.062,4.479,0.187,9.090,0.601,0.357,0.707,unid,pulsar,0.002,0.024,0.974
4FGL J1737.6-2350,4.191,3.392,8.503,0.203,11.598,0.438,3.103,0.398,unid,pulsar,0.214,0.233,0.553
4FGL J1738.1-2453,3.542,2.562,6.793,0.100,11.238,0.675,16.736,1.947,unid,pulsar,0.037,0.041,0.922
4FGL J1738.2-2510,3.370,2.338,5.850,0.061,13.485,2.607,1.162,1.968,unid,pulsar,0.009,0.017,0.974
4FGL J1738.6-3627,-2.724,352.836,5.745,0.108,11.253,0.470,2.607,0.748,unid,pulsar,0.007,0.058,0.936
4FGL J1738.8-3241,-0.737,356.041,8.531,0.098,6.097,1.469,10.374,1.950,unid,pulsar,0.049,0.046,0.905
4FGL J1739.1-1059,10.609,14.632,6.460,0.104,9.306,0.847,1.112,1.646,unid,pulsar,0.007,0.033,0.960
4FGL J1739.2-2717,2.054,0.658,6.273,0.095,10.340,0.900,3.262,0.705,unid,pulsar,0.000,0.004,0.996
4FGL J1739.2-2732,1.915,0.446,5.254,0.051,8.066,0.463,1.704,0.252,unid,bll,0.712,0.096,0.193
4FGL J1739.3-2531,2.980,2.167,11.955,0.062,10.089,0.747,8.573,0.543,unid,pulsar,0.007,0.019,0.974
4FGL J1739.5-2929,0.844,358.831,7.583,0.129,9.513,1.324,10.771,1.636,unid,pulsar,0.007,0.010,0.983
4FGL J1739.7-2836,1.271,359.606,7.753,0.061,14.181,2.603,4.592,2.000,unid,pulsar,0.010,0.018,0.972
4FGL J1740.1-1928,6.018,7.415,7.025,0.154,7.660,0.575,1.698,0.681,unid,pulsar,0.000,0.004,0.996
4FGL J1740.4-2850,1.003,359.485,8.492,0.062,24.195,1.115,7.659,0.558,unid,pulsar,0.062,0.068,0.870
4FGL J1740.5-2554,2.547,1.992,4.953,0.075,10.861,1.438,1.390,1.547,unid,pulsar,0.001,0.006,0.993
4FGL J1740.6-3430,-2.026,354.699,8.137,0.304,4.473,0.513,2.777,0.333,unid,pulsar,0.229,0.120,0.651
4FGL J1740.7-6750,-18.687,325.225,9.936,0.148,7.010,0.152,1.743,0.544,unid,fsrq,0.260,0.687,0.054
4FGL J1740.7-2640,2.104,1.356,10.542,0.074,6.788,1.502,4.954,1.060,unid,pulsar,0.001,0.005,0.995
4FGL J1740.8-1832,6.355,8.306,5.573,0.110,18.593,0.345,1.326,0.529,unid,fsrq,0.101,0.681,0.218
4FGL J1741.1-1617,7.470,10.283,5.249,0.074,11.489,1.883,0.321,1.969,unid,pulsar,0.004,0.014,0.982
4FGL J1741.1-3328,-1.570,355.643,6.983,0.106,9.236,0.890,4.648,0.701,unid,pulsar,0.000,0.005,0.994
4FGL J1741.3-3357,-1.864,355.251,4.891,0.096,12.152,1.726,0.800,1.280,unid,pulsar,0.000,0.002,0.998
4FGL J1741.5-2344,3.494,3.945,7.601,0.150,7.243,0.572,3.906,0.812,unid,pulsar,0.002,0.017,0.981
4FGL J1741.6-2730,1.493,0.756,7.264,0.151,2.834,0.524,11.176,0.776,unid,pulsar,0.018,0.059,0.923
4FGL J1742.0-3020,-0.068,358.399,5.486,0.066,12.394,0.407,47.304,0.660,unid,pulsar,0.003,0.008,0.989
4FGL J1742.2-1229,9.200,13.719,4.207,0.128,9.937,0.100,1.062,0.151,unid,bll,0.662,0.331,0.006
4FGL J1742.5-2833,0.774,359.967,8.076,0.162,9.460,0.681,20.158,0.679,unid,pulsar,0.001,0.006,0.993
4FGL J1742.8-2246,3.743,4.940,9.568,0.098,12.784,0.843,3.530,0.879,unid,pulsar,0.000,0.006,0.994
4FGL J1743.0-3201,-1.152,357.084,6.172,0.137,14.700,0.975,3.188,0.532,unid,pulsar,0.011,0.017,0.972
4FGL J1743.1-3049,-0.535,358.103,6.771,0.072,9.691,0.675,10.121,0.378,unid,pulsar,0.062,0.044,0.894
4FGL J1743.2-1404,8.174,12.461,4.659,0.072,12.193,0.305,0.890,0.574,unid,pulsar,0.046,0.373,0.581
4FGL J1743.4-3123,-0.874,357.661,6.257,0.059,11.038,1.871,2.548,0.691,unid,pulsar,0.002,0.003,0.995
4FGL J1743.4-3406,-2.303,355.345,6.546,0.196,12.057,1.420,1.075,0.755,unid,pulsar,0.000,0.000,1.000
4FGL J1743.4-2406,2.934,3.871,5.430,0.089,9.957,2.164,0.602,1.499,unid,pulsar,0.001,0.004,0.995
4FGL J1743.6-3341,-2.126,355.722,6.044,0.058,18.572,3.032,0.389,0.337,unid,bll,0.932,0.056,0.012
4FGL J1743.7-4321,-7.166,347.451,15.986,0.081,16.031,1.111,2.980,1.137,unid,pulsar,0.000,0.004,0.995
4FGL J1743.8-3143,-1.139,357.425,6.372,0.082,7.976,0.100,2.111,0.020,unid,fsrq,0.315,0.679,0.005
4FGL J1743.9-3539,-3.206,354.071,4.617,0.571,7.730,0.710,1.815,1.731,unid,pulsar,0.015,0.049,0.936
4FGL J1744.0-2504,2.314,3.102,4.834,0.104,5.005,0.226,5.669,0.402,unid,fsrq,0.235,0.669,0.096
4FGL J1744.0-1311,8.452,13.338,13.826,0.045,6.700,2.065,1.591,0.930,unid,pulsar,0.000,0.002,0.998
4FGL J1744.7-1557,6.906,11.012,12.289,0.062,6.848,0.664,2.694,0.522,unid,pulsar,0.004,0.010,0.986
4FGL J1744.9-3322,-2.187,356.137,8.850,0.097,8.364,1.400,3.401,0.932,unid,pulsar,0.000,0.002,0.998
4FGL J1744.9-2153,3.797,5.940,6.383,0.117,8.756,0.676,0.940,0.417,unid,pulsar,0.020,0.006,0.974
4FGL J1745.3-3502,-3.126,354.760,4.886,0.088,11.380,0.798,0.639,0.492,unid,pulsar,0.007,0.006,0.987
4FGL J1745.5-2249,3.200,5.217,5.870,0.106,9.322,0.368,6.069,0.932,unid,pulsar,0.021,0.220,0.759
4FGL J1745.6-3626,-3.907,353.590,7.544,0.080,16.077,1.635,0.855,1.067,unid,pulsar,0.000,0.002,0.997
4FGL J1745.6-3145,-1.479,357.597,7.425,0.077,11.124,0.690,5.571,0.500,unid,pulsar,0.016,0.039,0.944
4FGL J1746.0-2349,2.579,4.410,4.976,0.111,13.650,0.209,9.866,0.615,unid,fsrq,0.137,0.790,0.073
4FGL J1746.1-2541,1.582,2.840,6.502,0.070,2.899,0.759,2.749,0.602,unid,pulsar,0.012,0.030,0.957
4FGL J1746.4-3541,-3.661,354.321,4.179,0.092,4.066,0.623,1.072,0.855,unid,pulsar,0.000,0.003,0.997
4FGL J1746.5-2019,4.295,7.470,8.536,0.110,16.517,0.560,3.642,0.639,unid,pulsar,0.036,0.172,0.792
4FGL J1747.0-3505,-3.463,354.889,10.144,0.066,10.908,0.651,4.368,0.629,unid,pulsar,0.006,0.028,0.966
4FGL J1747.6+0324,15.742,28.629,16.338,0.046,9.710,0.781,1.739,0.365,unid,pulsar,0.085,0.013,0.902
4FGL J1747.8-0316,12.555,22.575,4.673,0.046,6.374,7.990,0.059,0.935,unid,bll,0.886,0.109,0.004
4FGL J1747.8-3006,-1.031,359.246,5.167,0.060,21.027,1.614,5.540,0.669,unid,pulsar,0.019,0.021,0.960
4FGL J1747.8-1827,4.975,9.250,4.140,0.256,10.643,0.762,0.729,1.512,unid,pulsar,0.007,0.046,0.947
4FGL J1747.9-3224,-2.229,357.285,5.765,0.073,11.199,2.123,1.289,0.925,unid,pulsar,0.000,0.001,0.998
4FGL J1748.2-1942,4.256,8.220,7.628,0.063,8.102,0.306,1.588,0.228,unid,bll,0.731,0.213,0.056
4FGL J1748.3-2906,-0.604,0.168,14.692,0.045,7.960,1.008,67.233,0.611,unid,pulsar,0.001,0.002,0.997
4FGL J1748.4+1601,20.981,40.729,5.443,0.174,15.258,0.719,0.103,0.738,unid,fsrq,0.195,0.784,0.021
4FGL J1748.4+7059,30.650,101.562,4.971,0.177,8.137,1.069,0.039,1.997,unid,pulsar,0.056,0.025,0.919
4FGL J1748.5-1648,5.673,10.756,6.193,0.205,8.675,0.469,3.625,1.706,unid,pulsar,0.020,0.053,0.928
4FGL J1748.8-3915,-5.886,351.487,15.526,0.052,21.125,1.380,4.435,1.429,unid,pulsar,0.004,0.009,0.987
4FGL J1749.0-2119,3.274,6.925,5.668,0.210,6.376,0.373,7.202,1.024,unid,pulsar,0.017,0.123,0.860
4FGL J1749.6-3143,-2.179,358.058,8.068,0.097,13.236,2.313,3.127,1.935,unid,pulsar,0.008,0.016,0.976
4FGL J1749.8-0303,12.221,23.017,16.773,0.051,24.591,0.378,10.029,0.499,unid,fsrq,0.275,0.563,0.162
4FGL J1750.0-3347,-3.325,356.327,7.243,0.080,11.725,0.909,1.006,0.527,unid,pulsar,0.002,0.002,0.995
4FGL J1750.4-1721,5.018,10.503,7.180,0.104,8.265,0.940,0.873,0.659,unid,pulsar,0.000,0.000,1.000
4FGL J1750.6-1906,4.079,9.020,7.604,0.073,4.798,0.561,1.841,0.514,unid,pulsar,0.010,0.015,0.975
4FGL J1750.8-4405,-8.646,347.452,6.292,0.087,6.906,1.023,0.228,0.664,unid,pulsar,0.007,0.018,0.975
4FGL J1750.8-1246,7.224,14.542,4.815,0.162,11.029,0.770,0.589,1.050,unid,pulsar,0.000,0.005,0.995
4FGL J1750.9-3301,-3.079,357.085,5.489,0.084,15.234,1.524,0.446,0.455,unid,bll,0.519,0.050,0.431
4FGL J1750.9-2655,0.019,2.328,5.020,0.135,8.590,1.163,10.663,1.613,unid,pulsar,0.009,0.011,0.981
4FGL J1751.1-3455,-4.083,355.460,4.504,0.293,5.927,0.246,0.957,0.339,unid,bll,0.574,0.303,0.123
4FGL J1751.1+0109,13.925,26.986,4.828,0.295,11.141,0.429,1.052,1.557,unid,pulsar,0.027,0.268,0.705
4FGL J1752.0+3606,26.932,61.785,8.244,0.078,23.739,8.745,0.041,0.505,unid,bll,0.895,0.102,0.003
4FGL J1752.3-2914,-1.414,0.484,6.589,0.072,6.073,1.182,5.519,1.632,unid,pulsar,0.018,0.019,0.963
4FGL J1752.3-3139,-2.641,358.417,5.047,0.073,8.635,0.567,1.345,0.492,unid,pulsar,0.005,0.008,0.987
4FGL J1752.4-0758,9.279,18.944,4.721,0.228,12.143,0.480,1.537,1.433,unid,pulsar,0.007,0.061,0.932
4FGL J1752.7-3810,-6.002,352.816,5.506,0.128,16.027,0.718,0.486,0.841,unid,pulsar,0.004,0.066,0.930
4FGL J1752.7-3040,-2.222,359.304,8.192,0.124,10.774,1.055,4.014,1.173,unid,pulsar,0.000,0.003,0.997
4FGL J1752.8-4449,-9.316,346.991,12.250,0.046,9.786,1.627,0.944,0.637,unid,pulsar,0.000,0.000,1.000
4FGL J1753.8-2538,0.127,3.766,35.938,0.020,5.210,1.940,205.144,0.587,unid,pulsar,0.011,0.018,0.971
4FGL J1753.9+2443,23.035,49.965,11.048,0.045,50.982,2.411,0.124,0.340,unid,bll,0.895,0.104,0.001
4FGL J1754.1-4333,-8.906,348.221,7.763,0.032,15.380,8.217,0.044,0.115,unid,bll,0.903,0.093,0.004
4FGL J1754.3-4443,-9.491,347.202,7.414,0.067,10.048,0.868,0.853,0.775,unid,pulsar,0.000,0.000,1.000
4FGL J1754.3-2915,-1.803,0.699,5.053,0.090,6.141,1.754,1.974,1.963,unid,pulsar,0.026,0.043,0.930
4FGL J1754.3-3236,-3.492,357.814,6.874,0.215,11.603,0.765,3.009,1.418,unid,pulsar,0.001,0.008,0.992
4FGL J1754.6-2933,-2.007,0.482,11.978,0.074,15.348,0.945,11.041,0.747,unid,pulsar,0.003,0.010,0.987
4FGL J1754.8-3200,-3.271,358.382,7.505,0.086,15.292,2.857,1.014,1.993,unid,pulsar,0.012,0.020,0.968
4FGL J1755.3-3937,-7.157,351.796,7.347,0.172,13.050,0.522,1.334,0.847,unid,pulsar,0.001,0.019,0.979
4FGL J1755.5-3734,-6.190,353.621,4.312,0.132,9.831,1.375,0.062,0.202,unid,bll,0.917,0.081,0.002
4FGL J1755.6-2050,2.196,8.124,4.008,0.065,10.526,0.100,6.168,0.032,unid,fsrq,0.123,0.868,0.009
4FGL J1755.9+0953,16.773,35.632,5.607,0.051,9.197,12.908,0.068,1.580,unid,bll,0.910,0.087,0.004
4FGL J1756.3+0236,13.441,28.933,4.718,0.158,8.173,0.376,0.770,1.232,unid,pulsar,0.009,0.066,0.926
4FGL J1757.1-1926,2.596,9.497,4.942,0.113,11.069,0.494,2.480,0.631,unid,pulsar,0.009,0.052,0.939
4FGL J1757.1-3554,-5.633,355.232,7.786,0.096,11.423,1.130,0.794,1.102,unid,pulsar,0.000,0.000,1.000
4FGL J1757.1-2848,-2.109,1.409,8.269,0.094,13.185,0.665,2.950,0.558,unid,pulsar,0.010,0.033,0.957
4FGL J1757.4-3125,-3.459,359.164,12.109,0.082,18.972,0.775,4.299,0.586,unid,pulsar,0.030,0.087,0.882
4FGL J1757.6-2731,-1.551,2.558,6.170,0.159,12.037,0.981,2.520,0.893,unid,pulsar,0.000,0.002,0.998
4FGL J1757.6-2539,-0.623,4.177,4.628,0.070,6.237,4.170,1.218,1.972,unid,pulsar,0.036,0.052,0.912
4FGL J1757.7-6032,-17.187,332.985,21.668,0.037,5.492,3.109,0.899,0.768,unid,pulsar,0.006,0.007,0.987
4FGL J1757.8-1802,3.149,10.810,4.574,0.129,6.973,0.541,0.898,0.594,unid,pulsar,0.001,0.003,0.996
4FGL J1758.0-2953,-2.813,0.559,6.806,0.081,7.583,2.250,1.067,1.815,unid,pulsar,0.006,0.013,0.981
4FGL J1758.5-3219,-4.116,358.491,4.672,0.500,15.048,1.073,0.903,1.896,unid,pulsar,0.019,0.106,0.875
4FGL J1758.7-4109,-8.480,350.772,19.008,0.035,22.098,0.576,2.202,0.274,unid,bll,0.839,0.115,0.046
4FGL J1758.8-2326,0.251,6.240,8.034,0.068,8.585,1.528,8.413,0.515,unid,pulsar,0.009,0.008,0.983
4FGL J1759.0-0107,11.109,25.868,4.377,0.214,9.114,0.100,3.644,0.374,unid,fsrq,0.108,0.886,0.006
4FGL J1759.2-0243,10.317,24.442,6.230,0.196,9.275,0.610,1.908,1.574,unid,pulsar,0.006,0.028,0.966
4FGL J1759.6-1850,2.367,10.329,4.654,0.167,5.862,0.737,1.598,0.917,unid,pulsar,0.000,0.000,1.000
4FGL J1759.7-2354,-0.168,5.945,7.697,0.062,9.222,0.795,49.471,0.427,unid,pulsar,0.002,0.004,0.993
4FGL J1759.8-1250,5.303,15.576,6.786,0.063,7.904,1.126,0.721,0.681,unid,pulsar,0.000,0.000,1.000
4FGL J1800.1-2417,-0.431,5.641,4.614,0.064,14.175,22.363,1.337,1.604,unid,bll,0.593,0.232,0.175
4FGL J1800.1-0323,9.792,23.957,6.879,0.071,16.025,0.265,2.017,0.366,unid,fsrq,0.399,0.545,0.055
4FGL J1800.2-2952,-3.213,0.809,6.887,0.143,7.887,1.062,2.019,1.482,unid,pulsar,0.001,0.006,0.993
4FGL J1800.2-2403,-0.340,5.857,4.774,0.052,4.965,0.100,1.298,0.019,unid,bll,0.584,0.411,0.005
4FGL J1800.3-5237,-14.066,340.542,5.168,0.072,9.678,1.611,0.031,0.409,unid,bll,0.911,0.086,0.002
4FGL J1800.5-2910,-2.922,1.447,6.127,0.090,2.666,0.863,0.845,0.560,unid,pulsar,0.009,0.013,0.978
4FGL J1800.9-2407,-0.511,5.877,10.818,0.047,9.575,0.677,40.876,0.256,unid,pulsar,0.023,0.016,0.961
4FGL J1801.0-3402,-5.420,357.246,4.159,0.097,9.378,0.699,0.216,0.379,unid,bll,0.407,0.216,0.377
4FGL J1801.0-2802,-2.466,2.494,8.602,0.086,6.877,1.008,2.742,1.062,unid,pulsar,0.000,0.002,0.998
4FGL J1801.1-3740,-7.195,354.064,4.946,0.139,4.339,0.679,0.480,1.624,unid,pulsar,0.040,0.121,0.839
4FGL J1801.1-2626,-1.698,3.898,8.995,0.058,19.142,3.557,2.252,1.997,unid,pulsar,0.016,0.027,0.956
4FGL J1801.4-4307,-9.851,349.246,5.741,0.170,10.332,0.393,0.418,0.669,unid,pulsar,0.011,0.208,0.781
4FGL J1801.6-2326,-0.315,6.569,16.767,0.039,4.451,0.611,1983.353,0.613,unid,pulsar,0.015,0.023,0.963
4FGL J1801.8-2358,-0.611,6.107,12.342,0.049,6.892,0.100,86.538,0.027,unid,pulsar,0.421,0.225,0.353
4FGL J1802.1-2652,-2.107,3.634,8.341,0.097,8.137,1.107,3.327,1.106,unid,pulsar,0.000,0.002,0.997
4FGL J1802.4+3634,25.052,62.907,7.079,0.137,17.596,1.532,0.054,1.545,unid,bll,0.501,0.380,0.118
4FGL J1802.4-3041,-4.042,0.326,15.540,0.046,6.385,3.510,2.605,0.804,unid,pulsar,0.026,0.026,0.948
4FGL J1803.1-2724,-2.558,3.262,7.444,0.131,5.657,0.926,1.780,0.627,unid,pulsar,0.000,0.001,0.998
4FGL J1803.1-6708,-20.356,326.841,21.342,0.034,19.507,1.491,0.787,0.547,unid,pulsar,0.131,0.032,0.837
4FGL J1803.3+2425,20.939,50.478,6.698,0.176,3.508,0.209,2.197,1.508,unid,pulsar,0.228,0.201,0.571
4FGL J1803.5-1639,2.647,12.684,5.099,0.250,9.976,0.738,2.100,1.448,unid,pulsar,0.001,0.009,0.991
4FGL J1803.7-3207,-4.971,359.210,7.621,0.110,16.390,0.958,1.188,1.037,unid,pulsar,0.000,0.005,0.995
4FGL J1803.8-2908,-3.544,1.830,9.234,0.119,7.903,0.598,6.972,1.641,unid,pulsar,0.017,0.024,0.959
4FGL J1804.0-1124,5.111,17.336,5.393,0.186,11.430,0.655,2.107,1.624,unid,pulsar,0.007,0.035,0.959
4FGL J1804.4-0852,6.237,19.619,11.593,0.039,6.848,0.188,5.636,0.221,unid,fsrq,0.269,0.716,0.015
4FGL J1804.9-1745,1.817,11.887,7.249,0.218,9.950,0.615,4.091,0.662,unid,pulsar,0.005,0.026,0.969
4FGL J1804.9-3001,-4.185,1.179,6.093,0.137,4.519,1.159,0.955,1.703,unid,pulsar,0.018,0.035,0.947
4FGL J1805.1-3049,-4.603,0.487,5.179,0.072,9.443,0.374,1.434,0.641,unid,pulsar,0.009,0.061,0.930
4FGL J1805.1-3618,-7.237,355.662,15.809,0.052,7.605,1.773,2.158,1.380,unid,pulsar,0.001,0.005,0.994
4FGL J1805.3-2734,-3.064,3.355,4.654,0.116,4.396,0.646,0.986,0.848,unid,pulsar,0.000,0.002,0.998
4FGL J1805.7+3401,23.665,60.449,14.299,0.078,10.965,0.367,0.810,0.538,unid,pulsar,0.027,0.125,0.848
4FGL J1806.1-3344,-6.199,358.039,5.074,0.134,5.969,0.275,0.284,0.168,unid,bll,0.818,0.155,0.027
4FGL J1806.2-1347,3.475,15.504,5.229,0.160,14.100,0.235,7.154,0.680,unid,fsrq,0.084,0.853,0.064
4FGL J1806.9-2824,-3.790,2.805,6.857,0.061,8.868,0.376,1.353,0.360,unid,pulsar,0.347,0.140,0.512
4FGL J1808.1-1234,3.652,16.801,8.628,0.140,8.442,0.635,4.399,0.783,unid,pulsar,0.002,0.015,0.983
4FGL J1808.2-1055,4.437,18.259,7.188,0.176,10.514,0.432,8.028,1.270,unid,pulsar,0.010,0.059,0.931
4FGL J1808.2-3005,-4.848,1.469,6.326,0.161,7.503,1.414,0.395,0.773,unid,pulsar,0.000,0.000,1.000
4FGL J1808.4-3358,-6.725,358.046,17.948,0.049,9.555,0.950,8.960,1.466,unid,pulsar,0.005,0.008,0.987
4FGL J1808.4-4521,-11.989,347.820,6.821,0.117,9.136,0.100,0.830,0.194,unid,bll,0.716,0.277,0.008
4FGL J1808.4-3522,-7.396,356.817,7.186,0.056,20.317,1.281,0.345,0.967,unid,pulsar,0.040,0.114,0.846
4FGL J1808.5-3701,-8.181,355.343,12.640,0.055,11.405,0.851,1.466,0.902,unid,pulsar,0.000,0.000,1.000
4FGL J1809.0+5908,28.386,87.967,4.519,0.051,14.884,4.505,0.005,0.330,unid,bll,0.901,0.091,0.008
4FGL J1809.0-2853,-4.419,2.614,6.122,0.142,9.789,1.125,0.757,1.463,unid,pulsar,0.001,0.007,0.993
