4FGL-DR4,glat,glon,significance,r95,variability,Ep,Fp,d,association,prediction,p_bll,p_fsrq,p_pulsar
4FGL J1819.3-0935,2.656,20.743,4.705,0.085,4.755,0.194,2.875,0.331,unid,fsrq,0.555,0.393,0.053
4FGL J1819.9-2926,-6.776,3.245,9.517,0.083,19.645,0.727,0.816,0.528,unid,pulsar,0.003,0.014,0.983
4FGL J1819.9-1530,-0.255,15.592,11.112,0.079,7.486,1.528,42.344,1.409,unid,pulsar,0.023,0.036,0.941
4FGL J1820.2-1303,0.830,17.792,4.075,0.097,8.229,0.175,11.346,0.362,unid,pulsar,0.633,0.220,0.146
4FGL J1820.3-2646,-5.629,5.663,5.242,0.154,4.827,0.360,1.610,0.962,unid,pulsar,0.074,0.565,0.361
4FGL J1820.5-1059,1.745,19.639,4.552,0.141,13.581,3.428,0.208,0.247,unid,bll,0.944,0.048,0.008
4FGL J1820.6-0326,5.260,26.335,5.216,0.073,10.491,1.905,0.407,0.853,unid,pulsar,0.000,0.002,0.998
4FGL J1820.7-3217,-8.233,0.766,9.088,0.082,12.280,1.353,0.612,0.817,unid,pulsar,0.000,0.000,1.000
4FGL J1821.4+4512,23.918,73.097,6.025,0.091,16.984,0.154,0.043,0.147,unid,bll,0.886,0.108,0.007
4FGL J1821.5-2531,-5.287,6.901,5.214,0.069,17.073,0.457,0.420,0.358,unid,pulsar,0.249,0.340,0.411
4FGL J1821.6+6636,27.665,96.543,9.087,0.065,33.898,15.202,0.018,0.173,unid,bll,0.907,0.085,0.009
4FGL J1822.0-3146,-8.237,1.349,4.445,0.064,14.709,1.848,0.025,0.116,unid,bll,0.950,0.048,0.001
4FGL J1822.6-2502,-5.278,7.447,4.505,0.116,9.228,1.122,0.336,0.823,unid,pulsar,0.002,0.009,0.989
4FGL J1822.8-1118,1.097,19.619,6.837,0.123,6.010,0.251,4.529,0.230,unid,bll,0.729,0.232,0.039
4FGL J1822.9-4718,-15.088,347.110,13.464,0.052,7.316,0.938,0.408,0.514,unid,pulsar,0.002,0.008,0.990
4FGL J1823.3-1340,-0.115,17.596,33.351,0.021,7.359,1.149,383.995,0.446,unid,pulsar,0.013,0.019,0.968
4FGL J1823.6-3902,-11.748,354.890,4.326,0.082,7.336,0.100,0.656,-0.100,unid,bll,0.910,0.084,0.006
4FGL J1824.2+1231,11.637,41.175,5.534,0.150,14.821,0.613,0.229,0.517,unid,pulsar,0.095,0.474,0.431
4FGL J1824.2-5427,-18.049,340.319,18.861,0.043,14.744,2.482,0.679,0.775,unid,pulsar,0.002,0.001,0.997
4FGL J1824.7+2403,16.282,52.060,9.268,0.065,9.548,2.098,0.120,0.795,unid,pulsar,0.048,0.096,0.856
4FGL J1824.9-4056,-12.786,353.226,4.038,0.041,14.045,67.274,0.050,0.716,unid,bll,0.908,0.079,0.013
4FGL J1825.0-2547,-6.100,7.028,5.523,0.115,15.730,0.854,0.305,0.612,unid,pulsar,0.017,0.062,0.921
4FGL J1825.2+0715,9.112,36.471,4.609,0.167,13.236,0.917,0.115,0.617,unid,pulsar,0.123,0.447,0.430
4FGL J1825.8+1204,11.089,40.920,5.723,0.093,13.394,0.642,0.189,0.415,unid,pulsar,0.270,0.410,0.320
4FGL J1825.9-3153,-9.033,1.620,7.271,0.093,10.077,0.949,0.319,0.579,unid,pulsar,0.004,0.014,0.982
4FGL J1825.9-5614,-18.924,338.647,6.554,0.151,12.743,0.103,0.687,0.316,unid,fsrq,0.062,0.929,0.009
4FGL J1826.2-2830,-7.586,4.708,4.100,0.305,17.599,0.425,0.317,0.558,unid,fsrq,0.035,0.787,0.178
4FGL J1826.5-1202,-0.058,19.398,6.668,0.176,9.180,0.442,79.546,0.792,unid,pulsar,0.001,0.004,0.995
4FGL J1827.2+4303,22.324,71.176,7.252,0.068,18.402,1.266,0.029,0.372,unid,bll,0.936,0.060,0.004
4FGL J1827.3-4128,-13.413,352.934,5.479,0.103,6.006,0.116,0.348,0.251,unid,fsrq,0.197,0.794,0.009
4FGL J1827.5+1141,10.555,40.751,18.879,0.044,18.582,1.801,1.366,0.634,unid,pulsar,0.001,0.001,0.997
4FGL J1828.1-1312,-0.922,18.549,6.921,0.116,10.284,0.985,12.590,0.802,unid,pulsar,0.001,0.004,0.995
4FGL J1828.2-3252,-9.898,0.951,5.945,0.083,16.408,3.111,0.102,0.890,unid,bll,0.343,0.239,0.418
4FGL J1829.4-1500,-2.058,17.101,4.099,0.077,17.924,0.100,31.678,-0.100,unid,pulsar,0.279,0.288,0.434
4FGL J1829.6-2545,-7.008,7.532,5.263,0.128,5.168,0.760,0.503,1.009,unid,pulsar,0.013,0.118,0.869
4FGL J1829.6-4310,-14.503,351.511,6.696,0.183,7.082,1.091,0.142,0.859,unid,pulsar,0.007,0.085,0.908
4FGL J1830.0-1515,-2.299,16.948,4.074,0.123,15.292,1000.000,1.574,0.031,unid,bll,0.919,0.067,0.014
4FGL J1830.1-0212,3.730,28.523,6.479,0.160,5.935,0.477,9.397,0.610,unid,pulsar,0.044,0.065,0.891
4FGL J1830.1-1440,-2.043,17.471,4.328,0.051,13.681,1000.000,14.427,-0.100,unid,bll,0.874,0.099,0.027
4FGL J1830.7-1634,-3.037,15.852,21.161,0.037,18.757,1.262,8.889,0.496,unid,pulsar,0.017,0.014,0.969
4FGL J1830.7-2414,-6.555,9.006,5.999,0.094,21.576,1.012,0.482,0.766,unid,pulsar,0.004,0.015,0.981
4FGL J1830.7-3219,-10.147,1.687,4.649,0.110,21.461,0.227,0.178,0.208,unid,bll,0.699,0.298,0.002
4FGL J1830.8-3132,-9.807,2.411,15.424,0.040,9.201,2.356,1.056,1.002,unid,pulsar,0.001,0.003,0.996
4FGL J1831.2-0013,4.378,30.430,4.277,0.086,7.298,1.055,0.570,0.694,unid,pulsar,0.000,0.004,0.996
4FGL J1831.4-2909,-8.886,4.641,4.729,0.247,6.025,0.663,0.318,0.922,unid,pulsar,0.012,0.244,0.745
4FGL J1831.6-0223,3.304,28.542,7.530,0.109,10.561,0.908,3.991,0.533,unid,pulsar,0.002,0.009,0.989
4FGL J1831.8-2514,-7.213,8.220,5.607,0.155,9.411,0.628,0.572,0.786,unid,pulsar,0.003,0.050,0.947
4FGL J1832.4-0847,0.186,22.944,12.701,0.063,10.098,2.070,35.973,1.157,unid,pulsar,0.008,0.016,0.976
4FGL J1832.4-0152,3.373,29.088,4.348,0.131,12.965,0.102,1.102,0.105,unid,bll,0.566,0.425,0.009
4FGL J1832.7+0618,7.022,36.444,4.204,0.052,12.627,2.323,0.043,0.340,unid,bll,0.946,0.052,0.002
4FGL J1833.4+1109,9.014,40.923,5.777,0.087,11.636,2.005,0.096,0.690,unid,pulsar,0.281,0.198,0.521
4FGL J1834.2-4021,-14.150,354.532,5.776,0.158,12.692,0.194,0.183,0.239,unid,fsrq,0.489,0.505,0.006
4FGL J1834.2-0827,-0.072,23.456,8.638,0.084,10.306,0.712,120.782,0.881,unid,pulsar,0.001,0.003,0.996
4FGL J1834.3+0613,6.635,36.548,7.980,0.105,4.779,1.710,0.434,0.702,unid,pulsar,0.003,0.010,0.988
4FGL J1834.7-0724,0.312,24.435,9.843,0.076,15.771,0.815,69.240,0.738,unid,pulsar,0.001,0.004,0.996
4FGL J1834.9-0800,-0.014,23.938,9.548,0.134,12.310,0.608,107.795,0.788,unid,pulsar,0.001,0.003,0.996
4FGL J1834.9-2819,-9.214,5.749,6.205,0.090,21.152,0.328,0.578,0.387,unid,fsrq,0.139,0.721,0.140
4FGL J1835.3-2439,-7.677,9.105,7.142,0.122,9.213,0.100,7.102,-0.010,unid,fsrq,0.673,0.311,0.016
4FGL J1836.1-2656,-8.847,7.109,4.110,0.288,7.494,0.356,0.559,0.761,unid,pulsar,0.012,0.753,0.235
4FGL J1836.8-2354,-7.644,9.936,12.025,0.169,11.235,0.721,1.930,0.782,unid,pulsar,0.002,0.011,0.987
4FGL J1836.9+4439,21.130,73.376,4.880,0.051,12.687,0.100,0.280,-0.100,unid,bll,0.947,0.050,0.002
4FGL J1837.9-0620,0.097,25.746,4.791,0.078,12.599,1.093,6.531,0.386,unid,pulsar,0.034,0.016,0.950
4FGL J1838.0-0516,0.561,26.711,4.285,0.158,12.220,0.675,10.479,0.754,unid,pulsar,0.001,0.007,0.992
