4FGL-DR4,source_type,glat,glon,significance,r95,Ep,Fp,d,p_pulsar,diffuse
4FGL J1758.8-2326,unid-pulsar,0.251,6.240,9.057,0.068,1.716,8.230,0.485,0.948,1.546
4FGL J1759.0-3922,unid-pulsar,-7.675,352.368,4.276,0.136,0.452,0.631,0.773,0.937,0.442
4FGL J1759.1-2347,unk-pulsar,0.016,5.962,7.130,0.072,0.662,16.235,0.287,0.933,1.678
4FGL J1759.1-3849,bcu-pulsar,-7.417,352.869,14.367,0.041,1.830,1.210,0.828,0.996,0.404
4FGL J1759.2-0243,unid-pulsar,10.317,24.442,4.921,0.196,0.493,1.138,1.011,0.970,0.646
4FGL J1759.4-3103,unid-pulsar,-3.659,359.701,5.031,0.093,0.335,0.861,0.305,0.723,0.878
4FGL J1759.5-2312,unk-pulsar,0.215,6.525,4.674,0.186,0.408,23.420,0.435,0.991,1.676
4FGL J1759.7-2141,unk-pulsar,0.940,7.853,15.292,0.041,1.210,13.439,0.548,0.989,1.394
4FGL J1759.7-2354,unid-pulsar,-0.168,5.945,7.778,0.062,0.909,28.722,0.352,0.979,1.732
4FGL J1759.8-1250,unid-pulsar,5.303,15.576,6.804,0.063,0.455,1.135,0.387,0.962,0.860
4FGL J1800.2-2952,unid-pulsar,-3.213,0.809,7.180,0.143,1.066,1.453,0.961,0.996,0.800
4FGL J1800.5-2910,unid-pulsar,-2.922,1.447,6.423,0.090,0.752,0.933,0.491,0.984,0.830
4FGL J1800.7-2355,unk-pulsar,-0.372,6.027,10.782,0.039,0.762,16.312,0.119,0.697,1.772
4FGL J1800.9-2407,unid-pulsar,-0.511,5.877,10.709,0.047,0.969,17.805,0.201,0.764,1.755
4FGL J1801.0-2802,unid-pulsar,-2.466,2.494,8.218,0.086,0.732,2.425,0.669,0.998,0.897
4FGL J1801.1-3740,unid-pulsar,-7.195,354.064,4.252,0.139,0.325,0.541,0.715,0.657,0.407
4FGL J1801.1-2626,unid-pulsar,-1.698,3.898,9.099,0.058,3.392,1.982,1.553,0.858,1.202
4FGL J1801.2-2450,psr,-0.932,5.293,19.300,0.054,0.761,51.265,0.440,0.967,1.466
4FGL J1801.6-1418,msp,4.192,14.504,7.131,0.189,0.253,8.458,0.689,0.967,0.886
4FGL J1801.6-2326,unid-pulsar,-0.315,6.569,17.498,0.039,0.610,1895.149,0.596,0.965,1.816
4FGL J1801.8-2358,unid-pulsar,-0.611,6.107,13.688,0.049,0.100,103.608,0.007,0.934,1.717
4FGL J1802.1-2652,unid-pulsar,-2.107,3.634,7.864,0.097,0.866,3.075,0.787,0.998,1.049
4FGL J1802.4+3634,unid-pulsar,25.052,62.907,7.398,0.137,1.260,0.044,0.875,0.612,-0.374
4FGL J1802.4-3041,unid-pulsar,-4.042,0.326,16.059,0.046,3.754,2.643,0.942,0.962,0.840
4FGL J1802.8-4719,msp,-12.022,345.590,5.948,0.095,0.463,0.378,0.575,0.761,0.295
4FGL J1803.1-2724,unid-pulsar,-2.558,3.262,7.446,0.131,0.788,1.601,0.488,0.997,0.920
4FGL J1803.1-2148,psr,0.199,8.147,36.370,0.018,1.263,531.471,0.512,0.979,1.747
4FGL J1803.1-6708,msp,-20.356,326.841,22.857,0.034,1.641,0.778,0.592,0.980,-0.026
4FGL J1803.2+1402,msp,16.916,40.345,10.079,0.083,0.759,0.261,0.399,0.921,0.143
4FGL J1803.5-1639,unid-pulsar,2.647,12.684,4.517,0.250,0.503,1.893,0.837,0.993,0.994
4FGL J1803.7-3207,unid-pulsar,-4.971,359.210,6.552,0.110,0.747,0.925,0.797,0.982,0.746
4FGL J1803.8-2908,unid-pulsar,-3.544,1.830,9.373,0.119,0.503,6.372,1.133,0.985,0.745
4FGL J1804.0-1124,unid-pulsar,5.111,17.336,5.208,0.186,0.354,3.456,0.931,0.977,0.810
4FGL J1804.4-0852,unid-pulsar,6.237,19.619,11.971,0.039,0.316,4.071,0.270,0.627,0.874
4FGL J1804.9-1745,unid-pulsar,1.817,11.887,6.378,0.218,0.504,2.540,0.449,0.975,1.144
4FGL J1804.9-3001,unid-pulsar,-4.185,1.179,5.781,0.137,0.950,0.674,0.883,0.994,0.733
4FGL J1805.1-3618,unid-pulsar,-7.237,355.662,16.266,0.052,1.592,1.949,1.093,0.992,0.446
4FGL J1805.6+0615,msp,13.007,33.350,18.668,0.038,2.001,1.483,1.017,0.997,0.295
4FGL J1805.7+3401,unid-pulsar,23.665,60.449,16.507,0.078,0.383,0.889,0.497,0.876,-0.198
4FGL J1806.2-2126,unk-pulsar,-0.253,8.831,13.393,0.034,0.659,373.677,0.628,0.991,1.817
4FGL J1806.9-2455,unk-pulsar,-2.090,5.856,6.508,0.111,0.625,3.582,0.737,0.975,1.155
4FGL J1806.9-2824,unid-pulsar,-3.790,2.805,6.123,0.061,0.334,0.650,0.248,0.447,0.762
4FGL J1807.1+2822,msp,21.528,54.758,4.915,0.209,0.228,0.041,0.168,0.015,-0.098
4FGL J1807.8-4340,glc,-11.139,349.307,11.733,0.062,0.928,0.561,0.556,0.986,0.215
4FGL J1808.1-1234,unid-pulsar,3.652,16.801,8.172,0.140,0.261,8.671,0.486,0.819,0.952
4FGL J1808.2-1055,unid-pulsar,4.437,18.259,6.295,0.176,0.287,10.430,0.923,0.967,0.908
4FGL J1808.2-3005,unid-pulsar,-4.848,1.469,5.795,0.161,0.824,0.458,0.598,0.996,0.659
4FGL J1808.4-3358,unid-pulsar,-6.725,358.046,19.438,0.049,0.848,8.579,1.102,0.990,0.517
4FGL J1808.4-4521,unid-pulsar,-11.989,347.820,5.100,0.117,1.656,0.073,0.741,0.716,0.230
4FGL J1808.4-3522,unid-pulsar,-7.396,356.817,6.729,0.056,1.159,0.249,0.723,0.933,0.465
4FGL J1808.5-3701,psr,-8.181,355.343,11.980,0.055,0.656,1.222,0.668,0.996,0.362
4FGL J1808.6-0110,unid-pulsar,8.974,26.950,4.341,0.170,0.331,1.476,0.763,0.830,0.777
4FGL J1808.8-1949,glc,0.002,10.525,6.556,0.097,0.494,53.936,0.637,0.995,1.950
4FGL J1808.9-2607,unid-pulsar,-3.065,5.031,4.261,0.125,0.558,0.709,0.648,0.990,0.875
4FGL J1809.0-2853,unid-pulsar,-4.419,2.614,6.401,0.142,0.953,0.730,0.944,0.996,0.651
4FGL J1809.2-2726,unid-pulsar,-3.757,3.897,9.858,0.091,0.566,1.907,0.342,0.966,0.739
4FGL J1809.5-0816,unid-pulsar,5.412,20.750,4.965,0.095,0.222,6.766,0.708,0.951,0.897
4FGL J1809.8-2408,unid-pulsar,-2.284,6.859,5.963,0.188,0.259,13.939,0.408,0.944,1.207
4FGL J1809.8-2332,psr,-1.997,7.391,188.900,0.009,1.198,26413.621,0.646,0.976,1.197
4FGL J1809.9-2813,unid-pulsar,-4.273,3.287,4.815,0.109,0.713,0.343,0.406,0.906,0.707
4FGL J1810.2-3054,unid-pulsar,-5.601,0.950,7.355,0.137,0.985,0.663,0.784,1.000,0.611
4FGL J1810.3+1332,unid-pulsar,15.127,40.643,9.215,0.090,0.572,0.306,0.432,0.901,0.167
4FGL J1810.5+1744,msp,16.812,44.643,50.709,0.024,0.615,30.409,0.551,0.994,0.077
4FGL J1810.6-0945,unid-pulsar,4.470,19.581,5.371,0.105,0.290,3.885,0.607,0.939,0.942
4FGL J1811.0-2725,unid-pulsar,-4.102,4.112,6.164,0.093,0.541,0.594,0.308,0.880,0.674
4FGL J1811.3-2403,msp,-2.543,7.102,11.335,0.060,1.190,4.496,0.426,0.970,1.016
4FGL J1811.5-1925,psr,-0.362,11.185,6.103,0.055,5.165,2.151,0.608,0.542,1.750
4FGL J1811.5-1844,spp-pulsar,-0.040,11.785,10.713,0.236,0.591,100.660,0.943,0.993,1.793
4FGL J1811.7-1442,unid-pulsar,1.877,15.345,6.014,0.344,0.886,1.728,0.566,0.994,1.175
4FGL J1811.9-2336,unid-pulsar,-2.459,7.560,5.529,0.109,0.331,12.865,0.521,0.971,1.011
4FGL J1812.2-0856,unid-pulsar,4.502,20.479,6.806,0.231,0.367,9.171,1.033,0.980,0.900
4FGL J1812.8-3144,unid-pulsar,-6.498,0.478,12.497,0.038,1.418,0.960,0.594,1.000,0.596
4FGL J1813.2-1128,unid-pulsar,3.098,18.354,7.721,0.119,0.481,6.921,0.517,0.988,1.100
4FGL J1813.4-1246,psr,2.442,17.244,124.212,0.012,0.600,8207.541,0.647,0.965,1.201
4FGL J1813.5+2819,unid-pulsar,20.195,55.241,12.072,0.075,2.455,0.223,0.881,0.962,-0.046
4FGL J1813.7-1152,unid-pulsar,2.786,18.076,9.477,0.074,0.718,8.025,0.571,0.996,1.237
4FGL J1814.0+0043,unid-pulsar,8.635,29.298,4.258,0.128,0.362,0.615,0.564,0.818,0.674
4FGL J1814.2-1012,unid-pulsar,3.477,19.591,4.536,0.158,0.246,9.187,0.864,0.799,0.956
4FGL J1814.2-3000,unid-pulsar,-5.952,2.161,6.481,0.099,0.834,0.309,0.498,0.980,0.491
4FGL J1814.4+3132,msp,21.120,58.542,12.267,0.055,1.479,0.831,0.709,1.000,-0.176
4FGL J1814.6-2537,unid-pulsar,-3.961,6.088,6.837,0.140,0.877,0.805,0.637,1.000,0.782
4FGL J1814.7-3420,unid-pulsar,-8.056,358.345,12.020,0.059,0.551,1.822,0.626,0.995,0.400
4FGL J1815.2-2715,bcu-pulsar,-4.844,4.701,8.530,0.063,0.886,0.756,0.353,0.936,0.586
4FGL J1815.3-1336,unid-pulsar,1.619,16.738,6.118,0.171,0.736,4.033,0.729,0.997,1.218
4FGL J1815.8-1416,unid-pulsar,1.194,16.206,9.462,0.085,0.457,10.080,0.392,0.966,1.411
4FGL J1816.2-1654,unk-pulsar,-0.135,13.932,8.233,0.390,0.389,290.892,1.184,0.953,1.913
4FGL J1816.3-2903,unid-pulsar,-5.895,3.220,7.715,0.181,0.920,0.946,1.322,0.949,0.511
4FGL J1816.4-2727,unid-pulsar,-5.167,4.647,9.799,0.078,1.049,1.464,0.667,1.000,0.539
4FGL J1816.4-6405,unid-pulsar,-20.548,330.403,15.782,0.056,0.713,0.621,0.586,0.994,-0.039
4FGL J1816.5-1208,unid-pulsar,2.067,18.156,6.268,0.089,0.663,2.342,0.430,0.992,1.235
4FGL J1816.5+4510,msp,24.735,72.826,47.628,0.025,1.632,5.463,0.779,0.996,-0.362
4FGL J1816.7+1749,unid-pulsar,15.506,45.339,12.805,0.053,1.205,0.399,0.455,0.967,0.231
4FGL J1816.8-2800,unid-pulsar,-5.504,4.190,4.123,0.102,0.488,0.621,0.788,0.957,0.487
4FGL J1817.1-1742,psr,-0.707,13.338,16.955,0.040,1.280,37.581,0.689,0.978,1.623
4FGL J1817.5-1034,unid-pulsar,2.587,19.662,4.417,0.163,0.497,2.710,0.823,0.994,1.007
4FGL J1817.6-3251,unid-pulsar,-7.905,359.955,4.606,0.126,0.762,0.356,1.052,0.942,0.426
4FGL J1817.7-2517,unid-pulsar,-4.416,6.711,8.297,0.177,1.159,0.851,0.821,0.998,0.691
4FGL J1817.9-3334,unid-pulsar,-8.285,359.338,14.174,0.064,1.196,1.480,0.957,0.998,0.380
4FGL J1817.9-1135,unid-pulsar,2.021,18.804,6.941,0.098,0.644,4.474,0.662,0.985,1.154
4FGL J1818.0-1339,unid-pulsar,1.021,17.006,7.675,0.196,0.844,5.749,0.527,0.993,1.445
4FGL J1818.1-2000,unid-pulsar,-2.004,11.407,8.476,0.058,2.919,1.772,1.132,0.983,1.247
4FGL J1818.5-2036,unid-pulsar,-2.375,10.926,4.557,0.301,0.100,45.329,0.097,0.959,1.138
4FGL J1818.5-1656,glc,-0.646,14.167,9.069,0.068,0.881,19.079,0.632,0.990,1.786
4FGL J1818.6+1316,unid-pulsar,13.199,41.258,15.963,0.048,1.867,0.690,0.841,1.000,0.166
4FGL J1818.6-1533,spp-pulsar,-0.001,15.389,15.570,0.070,0.472,278.976,0.630,0.992,1.771
4FGL J1818.6-3206,unid-pulsar,-7.757,0.726,10.418,0.119,0.988,1.435,0.925,0.995,0.471
4FGL J1818.6-1455,spp-pulsar,0.289,15.962,4.777,0.179,0.265,73.235,0.796,0.989,1.584
4FGL J1818.8-0828,unid-pulsar,3.295,21.675,6.829,0.088,0.501,1.381,0.311,0.829,1.082
4FGL J1819.9-2926,unid-pulsar,-6.776,3.245,9.517,0.083,0.727,0.816,0.528,0.984,0.454
4FGL J1819.9-1530,unid-pulsar,-0.255,15.592,11.112,0.079,1.528,42.344,1.409,0.976,1.679
4FGL J1820.2-1303,unid-pulsar,0.830,17.792,4.075,0.097,0.175,11.346,0.362,0.839,1.379
4FGL J1820.3-1009,unk-pulsar,2.185,20.346,10.872,0.096,0.770,3.612,0.384,0.970,1.040
4FGL J1820.3-2646,unid-pulsar,-5.629,5.663,5.242,0.154,0.360,1.610,0.962,0.905,0.626
4FGL J1820.4-1609,other-pulsar,-0.658,15.070,16.009,0.057,0.100,587.742,0.067,0.568,1.591
4FGL J1820.6-0326,unid-pulsar,5.260,26.335,5.216,0.073,1.905,0.407,0.853,0.998,0.994
4FGL J1820.7-3217,unid-pulsar,-8.233,0.766,9.088,0.082,1.353,0.612,0.817,1.000,0.438
4FGL J1821.1-1422,spp-pulsar,0.025,16.725,12.241,0.051,0.140,201.176,0.271,0.859,1.754
4FGL J1821.4-1516,spp-pulsar,-0.456,15.967,5.557,0.153,0.351,89.981,0.845,0.994,1.693
4FGL J1821.5-2531,unid-pulsar,-5.287,6.901,5.214,0.069,0.457,0.420,0.358,0.419,0.652
4FGL J1822.6-2502,unid-pulsar,-5.278,7.447,4.505,0.116,1.122,0.336,0.823,0.995,0.627
4FGL J1822.9-4718,unid-pulsar,-15.088,347.110,13.464,0.052,0.938,0.408,0.514,0.995,0.102
4FGL J1823.2+1209,msp,11.699,40.723,7.862,0.097,1.258,0.369,1.238,0.990,0.229
4FGL J1823.3-1340,unid-pulsar,-0.115,17.596,33.351,0.021,1.149,383.995,0.446,0.978,1.731
4FGL J1823.3-3720,bcu-pulsar,-10.963,356.424,6.219,0.225,0.469,0.633,1.166,0.770,0.248
4FGL J1823.5-3020,msp,-7.887,2.788,32.134,0.025,1.422,8.256,0.498,0.981,0.434
4FGL J1823.8-3544,msp,-10.350,357.931,7.685,0.066,1.207,0.205,0.780,0.899,0.241
4FGL J1824.1-1304,spp-pulsar,-0.004,18.212,5.680,0.246,0.342,252.034,1.013,0.983,1.760
4FGL J1824.1+1013,msp,10.654,39.059,20.690,0.043,1.755,1.556,0.614,0.998,0.267
4FGL J1824.2+1231,unid-pulsar,11.637,41.175,5.534,0.150,0.613,0.229,0.517,0.544,0.242
4FGL J1824.2-0621,msp,3.102,24.168,25.356,0.030,3.832,11.150,1.090,0.965,0.967
4FGL J1824.2-5427,unid-pulsar,-18.049,340.319,18.861,0.043,2.482,0.679,0.775,0.997,0.079
4FGL J1824.6-2452,msp,-5.600,7.808,34.490,0.026,0.830,33.818,0.633,0.996,0.566
4FGL J1824.7+2403,unid-pulsar,16.282,52.060,9.268,0.065,2.098,0.120,0.795,0.908,0.060
4FGL J1825.0-2547,unid-pulsar,-6.100,7.028,5.523,0.115,0.854,0.305,0.612,0.945,0.576
4FGL J1825.2+0715,unid-pulsar,9.112,36.471,4.609,0.167,0.917,0.115,0.617,0.486,0.345
4FGL J1825.8+1204,unid-pulsar,11.089,40.920,5.723,0.093,0.642,0.189,0.415,0.355,0.258
4FGL J1825.9-3153,unid-pulsar,-9.033,1.620,7.271,0.093,0.949,0.319,0.579,0.990,0.417
4FGL J1826.1-1256,psr,-0.377,18.556,112.134,0.010,1.128,21567.090,0.807,0.981,1.806
4FGL J1826.5-1202,unid-pulsar,-0.058,19.398,6.668,0.176,0.442,79.546,0.792,0.994,1.885
4FGL J1827.4-1445,psr,-1.515,17.098,22.097,0.030,2.042,113.299,2.000,0.961,1.445
4FGL J1827.5+1141,unid-pulsar,10.555,40.751,18.879,0.044,1.801,1.366,0.634,0.996,0.290
4FGL J1827.6-0849,msp,1.216,22.368,21.609,0.036,0.812,30.645,0.355,0.982,1.348
4FGL J1827.6-4029,bcu-pulsar,-13.060,353.871,4.646,0.147,0.962,0.086,0.854,0.738,0.150
4FGL J1828.0-1133,spp-pulsar,-0.144,19.997,13.383,0.083,0.746,99.450,0.767,0.993,1.843
4FGL J1828.1-1312,unid-pulsar,-0.922,18.549,6.921,0.116,0.985,12.590,0.802,0.998,1.540
4FGL J1828.4-1059,psr,0.037,20.536,11.708,0.076,0.166,277.484,0.360,0.963,1.785
4FGL J1828.7+3230,bcu-pulsar,18.623,60.620,16.861,0.061,1.467,0.592,1.030,0.995,-0.061
4FGL J1829.4-1256,spp-pulsar,-1.087,18.920,8.581,0.095,1.133,14.366,1.016,0.992,1.549
4FGL J1829.4-1500,unid-pulsar,-2.058,17.101,4.099,0.077,0.100,31.678,-0.100,0.705,0.968
4FGL J1829.6-2545,unid-pulsar,-7.008,7.532,5.263,0.128,0.760,0.503,1.009,0.958,0.553
4FGL J1829.6-4310,unid-pulsar,-14.503,351.511,6.696,0.183,1.091,0.142,0.859,0.901,0.044
4FGL J1830.1-0212,unid-pulsar,3.730,28.523,6.479,0.160,0.477,9.397,0.610,0.990,1.371
4FGL J1830.7-1634,unid-pulsar,-3.037,15.852,21.161,0.037,1.262,8.889,0.496,0.972,0.798
4FGL J1830.7-2414,unid-pulsar,-6.555,9.006,5.999,0.094,1.012,0.482,0.766,0.982,0.619
4FGL J1830.8-3132,unid-pulsar,-9.807,2.411,15.424,0.040,2.356,1.056,1.002,0.996,0.345
4FGL J1830.8-0947,psr,0.063,21.885,14.967,0.248,0.415,676.880,1.122,0.978,1.847
4FGL J1831.1-6503,msp,-22.349,329.934,21.496,0.036,1.805,0.782,0.849,0.998,-0.031
4FGL J1831.2-0013,unid-pulsar,4.378,30.430,4.277,0.086,1.055,0.570,0.694,0.998,1.066
4FGL J1831.4-2909,unid-pulsar,-8.886,4.641,4.729,0.247,0.663,0.318,0.922,0.892,0.418
4FGL J1831.6-0223,unid-pulsar,3.304,28.542,7.530,0.109,0.908,3.991,0.533,0.996,1.303
4FGL J1831.8-2514,unid-pulsar,-7.213,8.220,5.607,0.155,0.628,0.572,0.786,0.987,0.486
4FGL J1831.8-1503,spp-pulsar,-2.598,17.321,5.120,0.109,1.706,0.567,1.016,0.998,0.870
4FGL J1832.3-1433,spp-pulsar,-2.467,17.824,5.066,0.083,2.081,0.329,0.533,0.978,0.865
4FGL J1832.4-0847,unid-pulsar,0.186,22.944,12.701,0.063,2.070,35.973,1.157,0.978,1.886
4FGL J1832.9-0913,other-pulsar,-0.139,22.618,10.903,0.126,0.845,70.262,0.753,0.994,1.929
4FGL J1833.0-3840,msp,-13.250,356.017,9.774,0.107,1.061,0.302,0.789,0.977,0.127
4FGL J1833.4+1109,unid-pulsar,9.014,40.923,5.777,0.087,2.005,0.096,0.690,0.640,0.378
4FGL J1833.5-1033,psr,-0.874,21.508,36.698,0.024,0.477,507.697,0.383,0.958,1.646
4FGL J1834.2-0827,unid-pulsar,-0.072,23.456,8.638,0.084,0.712,120.782,0.881,0.994,1.941
4FGL J1834.3+0613,unid-pulsar,6.635,36.548,7.980,0.105,1.710,0.434,0.702,0.993,0.574
4FGL J1834.7-0724,unid-pulsar,0.312,24.435,9.843,0.076,0.815,69.240,0.738,0.994,1.844
4FGL J1834.9-0800,unid-pulsar,-0.014,23.938,9.548,0.134,0.608,107.795,0.788,0.995,1.953
4FGL J1835.7-3258,msp,-11.368,1.552,13.877,0.049,0.827,1.049,0.607,1.000,0.262
4FGL J1836.1-2656,unid-pulsar,-8.847,7.109,4.110,0.288,0.356,0.559,0.761,0.752,0.420
4FGL J1836.2+5925,psr,25.001,88.878,587.570,0.007,1.193,83987.264,0.797,0.965,-0.340
4FGL J1836.8-2354,unid-pulsar,-7.644,9.936,12.025,0.169,0.721,1.930,0.782,0.998,0.486
4FGL J1836.8-0727,unk-pulsar,-0.177,24.645,11.661,0.076,0.736,123.537,0.831,0.992,1.849
4FGL J1837.4-1646,bcu-pulsar,-4.557,16.406,7.520,0.281,0.293,3.699,0.624,0.888,0.679
4FGL J1837.6-2904,other-pulsar,-10.068,5.321,10.882,0.220,0.515,1.582,0.732,0.963,0.315
4FGL J1837.8-0604,psr,0.227,25.977,10.576,0.058,0.697,57.739,0.404,0.990,1.761
4FGL J1837.9-0620,unid-pulsar,0.097,25.746,4.791,0.078,1.093,6.531,0.386,0.942,1.774
4FGL J1838.0-0516,unid-pulsar,0.561,26.711,4.285,0.158,0.675,10.479,0.754,0.998,1.663
4FGL J1838.2+3223,unid-pulsar,16.706,61.279,9.475,0.069,0.639,0.281,0.589,0.914,0.010
4FGL J1838.4-0630,unid-pulsar,-0.087,25.650,5.393,0.058,0.607,30.616,0.569,0.991,1.810
4FGL J1838.4-0545,unid-pulsar,0.250,26.325,5.209,0.072,0.771,62.125,0.719,0.995,1.784
4FGL J1838.9-3457,bcu-pulsar,-12.796,359.992,12.666,0.064,0.521,1.145,0.610,0.990,0.228
4FGL J1838.9-0537,psr,0.199,26.515,36.488,0.018,1.534,1077.647,0.666,0.988,1.760
4FGL J1839.0-1502,unid-pulsar,-4.132,18.130,7.596,0.109,0.384,1.311,0.399,0.893,0.730
4FGL J1839.4-0553,unk-pulsar,-0.026,26.325,29.154,0.021,0.951,1124.002,0.633,0.951,1.773
4FGL J1840.0-0341,spp-pulsar,0.855,28.347,10.009,0.071,1.003,13.527,0.867,0.992,1.411
4FGL J1840.0-0411,spp-pulsar,0.616,27.901,12.219,0.044,1.939,14.103,0.792,0.989,1.531
4FGL J1840.3+1105,unid-pulsar,7.477,41.603,5.839,0.105,1.656,0.116,0.567,0.541,0.439
4FGL J1840.3-3037,bcu-pulsar,-11.257,4.149,5.159,0.306,0.560,0.171,0.532,0.454,0.238
4FGL J1840.4-1139,unid-pulsar,-2.879,21.311,9.892,0.083,1.685,1.817,1.099,0.994,0.905
4FGL J1842.1+2737,unid-pulsar,14.086,57.048,18.706,0.052,2.210,0.940,1.144,0.986,0.084
4FGL J1842.2-0751,spp-pulsar,-1.552,24.903,5.918,0.102,0.978,0.700,0.290,0.880,1.115
4FGL J1842.5-0359,unk-pulsar,0.155,28.370,10.952,0.192,0.581,119.390,0.803,0.994,1.832
4FGL J1843.3-1242,unid-pulsar,-4.000,20.689,11.302,0.081,1.193,1.571,0.565,0.990,0.777
4FGL J1843.6-2219,unid-pulsar,-8.354,12.061,4.953,0.094,0.974,0.164,0.677,0.785,0.465
4FGL J1843.7-0326,unid-pulsar,0.146,28.994,6.203,0.047,0.237,64.402,0.345,0.994,1.798
4FGL J1843.7-1114,msp,-3.418,22.046,22.749,0.065,0.438,30.840,0.595,0.993,0.738
4FGL J1843.8-2011,bcu-pulsar,-7.454,14.016,9.600,0.105,1.389,0.645,0.860,0.998,0.495
4FGL J1844.4-0345,psr,-0.166,28.794,26.328,0.033,1.531,270.116,1.135,0.975,1.840
4FGL J1844.4-0306,unk-pulsar,0.126,29.365,12.335,0.116,0.543,153.783,0.669,0.994,1.796
4FGL J1844.8-0957,unid-pulsar,-3.066,23.315,7.299,0.096,0.434,1.622,0.410,0.961,0.831
4FGL J1845.0+0159,msp,2.329,33.983,6.550,0.102,2.079,0.932,1.077,0.982,1.093
4FGL J1845.8-0831,spp-pulsar,-2.631,24.706,14.102,0.054,1.379,3.404,0.615,0.997,0.886
4FGL J1845.8-2521,unid-pulsar,-10.120,9.518,19.356,0.056,0.841,3.102,0.550,0.993,0.394
4FGL J1846.0+0507,unid-pulsar,3.536,36.886,10.032,0.059,3.562,0.777,0.782,0.985,0.909
4FGL J1846.3+0919,psr,5.354,40.690,69.256,0.015,1.808,134.822,1.001,0.973,0.616
4FGL J1846.9-0227,unk-pulsar,-0.113,30.235,10.374,0.119,0.600,51.277,0.372,0.990,1.870
4FGL J1846.9-0247,unid-pulsar,-0.281,29.930,4.155,0.167,0.732,20.039,0.797,0.997,1.877
4FGL J1847.0-0625,unid-pulsar,-1.949,26.718,8.580,0.105,2.124,0.954,0.777,0.988,0.949
4FGL J1847.2-0141,unid-pulsar,0.161,30.948,7.611,0.094,0.419,87.393,0.436,0.994,1.885
4FGL J1847.2-0200,unid-pulsar,0.002,30.665,6.666,0.065,0.823,25.549,0.523,0.994,1.976
4FGL J1847.5-0859,unid-pulsar,-3.224,24.468,4.171,0.250,0.280,1.282,0.435,0.719,0.812
4FGL J1847.7-3433,unid-pulsar,-14.299,1.110,6.791,0.090,1.852,0.111,0.827,0.915,0.127
4FGL J1848.1-0148,unid-pulsar,-0.090,30.949,4.337,0.093,2.336,3.101,0.610,0.979,1.865
4FGL J1848.2-1309,unid-pulsar,-5.261,20.824,6.187,0.196,0.779,0.807,0.893,0.996,0.658
4FGL J1848.2-0016,unid-pulsar,0.581,32.330,7.250,0.125,0.815,8.437,0.555,0.994,1.609
4FGL J1848.6-0202,unk-pulsar,-0.317,30.792,6.450,0.212,0.778,35.388,0.758,0.996,1.833
4FGL J1848.7-0129,glc,-0.096,31.296,20.413,0.034,1.737,160.833,0.864,0.987,1.810
4FGL J1848.8+0701,unid-pulsar,3.764,38.906,4.243,0.165,0.239,11.282,0.945,0.964,0.982
4FGL J1849.0-1826,unid-pulsar,-7.794,16.153,6.774,0.103,0.417,0.501,0.458,0.510,0.419
4FGL J1849.1-0652,unid-pulsar,-2.624,26.551,5.007,0.089,0.985,0.361,0.505,0.976,0.816
4FGL J1849.4-0056,other-pulsar,0.018,31.863,27.868,0.024,1.001,115.079,0.261,0.916,1.660
4FGL J1849.4-0117,unid-pulsar,-0.146,31.547,6.202,0.111,0.315,33.332,0.300,0.929,1.732
4FGL J1849.8-0952,unid-pulsar,-4.139,23.942,4.930,0.179,0.542,1.045,0.957,0.962,0.634
4FGL J1850.3-0031,spp-pulsar,-0.005,32.347,9.556,0.165,0.581,40.189,0.600,0.996,1.611
4FGL J1850.7-3126,unid-pulsar,-13.626,4.315,6.416,0.119,0.460,0.414,0.746,0.537,0.235
4FGL J1850.8-1105,unid-pulsar,-4.896,22.970,7.156,0.164,1.062,0.756,1.017,0.998,0.605
4FGL J1851.5+0718,unid-pulsar,3.302,39.459,10.112,0.083,1.401,2.139,0.713,1.000,1.016
4FGL J1851.8-0007,spp-pulsar,-0.154,32.873,5.545,0.236,0.549,16.142,0.574,0.994,1.687
4FGL J1851.9-1522,unid-pulsar,-7.053,19.237,4.068,0.258,0.606,0.348,0.881,0.909,0.515
4FGL J1852.2-1309,msp,-6.145,21.271,10.575,0.058,1.922,0.849,1.008,0.994,0.532
4FGL J1852.6+0203,unid-pulsar,0.668,34.904,9.739,0.081,0.669,13.493,0.390,0.953,1.548
4FGL J1852.7-1242,unid-pulsar,-6.041,21.720,5.127,0.097,1.105,0.269,0.618,0.972,0.567
4FGL J1853.0-0956,unid-pulsar,-4.878,24.240,5.041,0.090,0.732,0.442,0.704,0.985,0.610
4FGL J1853.2-0841,glc,-4.346,25.393,5.535,0.232,0.693,0.540,0.662,0.994,0.601
4FGL J1853.3-0005,psr,-0.476,33.075,7.077,0.095,2.818,2.736,1.054,0.978,1.425
4FGL J1853.4-1605,unid-pulsar,-7.697,18.754,4.218,0.164,0.354,0.795,0.868,0.653,0.453
4FGL J1853.6-0620,unid-pulsar,-3.389,27.534,7.783,0.125,1.125,0.741,0.616,1.000,0.707
4FGL J1854.1+0142,unid-pulsar,0.187,34.763,5.676,0.073,0.290,51.410,0.364,0.995,1.776
4FGL J1854.7-0716,unid-pulsar,-4.039,26.812,5.805,0.159,0.352,0.897,0.333,0.773,0.704
4FGL J1854.7+0153,unid-pulsar,0.120,34.998,8.883,0.154,2.300,14.794,0.787,0.990,1.756
